user_id,file_id,rating,ll_orig,mean_ll_pert,std_ll_pert,curvature_z,n_perturb_used,pred_rating
31,0,3,-2.4694,-3.5354,0.3827,2.7853,8,2.78
32,0,1,-1.6849,-3.0286,0.2488,5.4005,8,1.34
33,0,4,-inf,-inf,0.0,0.0,0,3.45
34,0,4,-1.6743,-2.7251,0.0867,12.1255,8,3.5
35,0,1,-1.8517,-2.9665,0.3167,3.5198,8,2.17
36,0,2,-2.2448,-3.4466,0.1858,6.468,8,1.98
37,0,1,-2.0799,-3.4582,0.2781,4.9559,8,1.06
38,0,1,-2.4706,-3.6903,0.1674,7.2883,8,1.19
39,0,2,-2.0105,-3.1836,0.1577,7.4388,8,1.88
40,0,3,-1.3806,-2.4417,0.2454,4.3238,8,2.57
41,0,2,-2.7148,-3.8599,0.3996,2.8656,8,2.69
42,0,1,-1.9822,-2.9752,0.1863,5.3299,8,3.08
43,0,2,-inf,-inf,0.0,0.0,0,3.45
44,0,5,-2.1482,-3.0747,0.1258,7.3638,8,3.87
45,0,3,-1.4735,-2.4949,0.1091,9.3595,8,4.1
46,0,2,-1.8925,-2.9004,0.2541,3.9657,8,2.21
47,0,1,-2.3047,-3.018,0.189,3.7742,8,1.68
48,0,1,-1.6431,-2.541,0.2427,3.6996,8,1.42
49,0,1,-inf,-inf,0.0,0.0,0,3.45
50,0,1,-1.8386,-3.1109,0.2164,5.8802,8,1.41
51,0,1,-6.0366,,,,8,2.14
52,0,3,-1.8885,-2.948,0.2885,3.6728,8,2.56
53,0,1,-1.8424,-3.1711,0.4022,3.304,8,1.66
54,0,1,-1.7832,-2.9826,0.2702,4.4395,8,1.43
55,0,5,-inf,-inf,0.0,0.0,0,3.45
56,0,1,-2.6171,-4.1097,0.466,3.2028,8,3.11
57,0,1,-inf,-inf,0.0,0.0,0,3.45
58,0,1,-1.8897,-2.9881,0.1484,7.4024,8,1.28
59,0,5,-inf,-inf,0.0,0.0,0,3.45
60,0,4,-inf,-inf,0.0,0.0,0,3.45
61,0,5,-3.4401,-5.1564,0.2841,6.0411,8,3.77
62,0,1,-2.2829,-3.5965,0.1346,9.7617,8,1.29
63,0,5,-inf,-inf,0.0,0.0,0,3.45
64,0,4,-1.4967,-2.6104,0.2002,5.5622,8,3.19
65,0,1,-3.59,-5.4428,0.6326,2.9287,8,2.02
66,0,4,-inf,-inf,0.0,0.0,0,3.45
67,0,4,-1.8106,-2.9603,0.2034,5.6518,8,2.88
68,0,3,-1.6144,-2.5226,0.1738,5.2261,8,2.91
69,0,5,-inf,-inf,0.0,0.0,0,3.45
70,0,1,-1.5584,-2.655,0.3788,2.8948,8,1.8
71,0,1,-2.7025,-4.0208,0.2714,4.858,8,1.13
72,0,4,-1.7549,-2.9201,0.1301,8.9569,8,3.04
73,0,2,-inf,-inf,0.0,0.0,0,3.45
74,0,2,-inf,-inf,0.0,0.0,0,3.45
75,0,4,-3.6122,-5.0451,0.4357,3.2885,8,3.97
0,1,1,-1.9854,-3.0498,0.1969,5.4054,8,2.14
1,1,4,-1.9101,-2.7521,0.1312,6.42,8,3.2
2,1,1,-1.9408,-3.0021,0.0995,10.6623,8,2.58
3,1,5,-inf,-inf,0.0,0.0,0,3.45
4,1,1,-1.7144,-2.9566,0.2454,5.0628,8,1.28
5,1,3,-2.2404,-3.2958,0.3314,3.1843,8,2.49
6,1,1,-1.8516,-2.807,0.1623,5.8884,8,2.44
7,1,2,-1.525,-2.4756,0.1408,6.7533,8,2.79
8,1,1,-inf,-inf,0.0,0.0,0,3.45
9,1,1,-2.0011,-3.3335,0.2363,5.6395,8,1.13
10,1,1,-1.9764,-3.1333,0.1232,9.3936,8,1.36
11,1,3,-inf,-inf,0.0,0.0,0,3.45
12,1,2,-inf,-inf,0.0,0.0,0,3.45
13,1,1,-3.1409,-4.299,0.2632,4.4006,8,1.65
14,1,4,-1.6848,-2.6736,0.1519,6.5093,8,3.83
15,1,4,-2.2389,-3.3427,0.094,11.7392,8,2.81
16,1,1,-2.0346,-3.1385,0.1743,6.3331,8,1.91
17,1,4,-2.08,-3.0561,0.1674,5.8314,8,3.74
18,1,4,-1.7274,-2.9054,0.2394,4.9216,8,1.68
19,1,1,-2.6188,-3.5426,0.1807,5.1119,8,1.54
20,1,1,-1.8292,-3.0169,0.1435,8.2788,8,1.47
21,1,4,-3.2703,-4.5246,0.4909,2.555,8,3.18
22,1,4,-inf,-inf,0.0,0.0,0,3.45
23,1,4,-1.755,-2.8834,0.0745,15.1478,8,3.24
24,1,4,-2.1132,-3.1718,0.1951,5.4252,8,3.33
25,1,4,-inf,-inf,0.0,0.0,0,3.45
26,1,5,-inf,-inf,0.0,0.0,0,3.45
27,1,1,-1.8714,-2.8883,0.1158,8.7794,8,1.28
28,1,1,-1.9349,-2.9553,0.2211,4.6143,8,2.45
29,1,1,-2.0073,-3.0813,0.2846,3.7731,8,1.39
30,1,1,-1.9449,-3.2237,0.3179,4.0223,8,1.06
31,1,4,-inf,-inf,0.0,0.0,0,3.45
32,1,4,-1.7197,-2.7804,0.1244,8.528,8,2.36
33,1,4,-inf,-inf,0.0,0.0,0,3.45
34,1,2,-1.7645,-2.935,0.1213,9.6484,8,2.51
35,1,5,-2.1287,-3.1064,0.1395,7.0104,8,3.78
36,1,1,-2.0043,-2.9879,0.2003,4.9111,8,1.85
37,1,4,-1.9502,-2.9891,0.2526,4.1122,8,3.01
38,1,3,-1.9032,-3.0477,0.1174,9.7485,8,2.48
39,1,3,-1.7828,-2.7721,0.1316,7.5197,8,2.98
40,1,4,-2.0808,-3.3843,0.3533,3.6893,8,1.15
41,1,1,-1.7731,-2.9581,0.1565,7.5721,8,1.94
42,1,1,-2.1792,-3.2381,0.2051,5.1637,8,1.74
43,1,4,-2.1197,-3.1747,0.1666,6.3313,8,3.6
44,1,4,-inf,-inf,0.0,0.0,0,3.45
45,1,1,-1.8845,-3.2061,0.2262,5.8419,8,1.26
46,1,3,-1.8901,-2.9843,0.0908,12.0516,8,2.69
47,1,1,-1.8533,-3.0642,0.2227,5.4367,8,1.43
48,1,1,-1.9732,-3.0724,0.2137,5.1433,8,1.56
49,1,1,-1.7339,-2.7975,0.1107,9.6058,8,1.91
50,1,3,-1.2967,-2.2603,0.0968,9.952,8,3.81
51,1,5,-4.13,-6.0817,0.4929,3.9593,8,3.81
52,1,2,-1.963,-3.0543,0.2746,3.9735,8,1.97
53,1,1,-1.8424,-3.2199,0.2942,4.6821,8,1.03
54,1,3,-1.946,-3.0561,0.1029,10.7866,8,2.73
55,1,5,-inf,-inf,0.0,0.0,0,3.45
56,1,5,-1.7498,-2.8366,0.3498,3.1069,8,3.12
57,1,1,-1.6379,-2.9506,0.2382,5.5102,8,1.52
58,1,1,-1.9054,-3.0344,0.2892,3.9036,8,1.35
59,1,5,-inf,-inf,0.0,0.0,0,3.45
60,1,1,-2.1497,-3.1345,0.1089,9.0458,8,1.75
61,1,4,-inf,-inf,0.0,0.0,0,3.45
62,1,1,-2.2498,-3.3079,0.2467,4.2889,8,1.35
63,1,4,-inf,-inf,0.0,0.0,0,3.45
64,1,4,-1.4967,-2.5654,0.0806,13.262,8,3.84
65,1,4,-1.9811,-2.9684,0.1121,8.8073,8,2.23
66,1,4,-1.907,-3.0926,0.2234,5.3075,8,2.64
67,1,4,-2.3672,-3.4848,0.2571,4.3464,8,2.47
68,1,1,-2.426,-3.6192,0.2473,4.8245,8,1.47
69,1,2,-1.959,-3.1485,0.2607,4.5621,8,1.74
70,1,3,-inf,-inf,0.0,0.0,0,3.45
71,1,5,-inf,-inf,0.0,0.0,0,3.45
72,1,1,-2.1703,-3.4303,0.3656,3.4462,8,1.99
73,1,2,-inf,-inf,0.0,0.0,0,3.45
74,1,3,-1.8103,-2.7605,0.1245,7.6334,8,3.03
75,1,1,-2.6996,-4.0951,0.2993,4.6625,8,1.12
0,2,4,-1.5608,-2.5351,0.2136,4.5603,8,3.29
1,2,5,-inf,-inf,0.0,0.0,0,3.45
2,2,1,-1.4969,-2.1194,0.0474,13.1192,8,2.7
3,2,5,-inf,-inf,0.0,0.0,0,3.45
4,2,1,-2.1372,-2.9721,0.0928,8.9957,8,1.79
5,2,1,-2.0948,-3.2254,0.2673,4.2304,8,1.13
6,2,2,-1.7392,-2.8049,0.166,6.4198,8,2.39
7,2,1,-2.0152,-3.1273,0.1919,5.7956,8,1.58
8,2,2,-inf,-inf,0.0,0.0,0,3.45
9,2,1,-2.1083,-3.3601,0.2947,4.2478,8,1.06
10,2,3,-1.9677,-3.0182,0.2447,4.2933,8,2.48
11,2,3,-1.6609,-2.8984,0.1507,8.2119,8,2.98
12,2,4,-1.9834,-2.9035,0.2003,4.5946,8,3.1
13,2,1,-3.065,-4.6063,0.3822,4.0328,8,1.65
14,2,2,-1.7898,-2.9132,0.2138,5.2543,8,2.18
15,2,5,-1.745,-2.8718,0.1734,6.4991,8,4.17
16,2,1,-1.6215,-2.8253,0.1705,7.0616,8,3.02
17,2,1,-2.7322,-4.2178,0.3605,4.1212,8,1.17
18,2,3,-1.985,-2.7256,0.0992,7.4625,8,2.79
19,2,1,-1.9714,-3.2922,0.2301,5.7407,8,1.11
20,2,1,-2.309,-3.17,0.2043,4.2143,8,1.53
21,2,4,-3.2703,-4.8024,0.4571,3.3517,8,3.9
22,2,3,-1.5397,-2.7571,0.2247,5.4174,8,3.04
23,2,4,-1.755,-2.9202,0.1347,8.6532,8,3.26
24,2,3,-inf,-inf,0.0,0.0,0,3.45
25,2,2,-1.8675,-2.6997,0.1139,7.3058,8,2.25
26,2,4,-inf,-inf,0.0,0.0,0,3.45
27,2,1,-1.8714,-2.8999,0.1483,6.9367,8,1.43
28,2,4,-1.7043,-2.8742,0.1622,7.213,8,3.66
29,2,1,-2.0386,-3.215,0.3811,3.0871,8,1.57
30,2,4,-1.6871,-2.6854,0.1211,8.2445,8,3.74
31,2,1,-inf,-inf,0.0,0.0,0,3.45
32,2,1,-2.0388,-3.436,0.2414,5.7882,8,1.15
33,2,5,-inf,-inf,0.0,0.0,0,3.45
34,2,5,-1.8558,-2.8565,0.1444,6.9277,8,3.51
35,2,1,-2.0375,-3.3825,0.236,5.6995,8,1.11
36,2,1,-1.7527,-3.0015,0.2662,4.6913,8,1.42
37,2,1,-2.069,-3.5058,0.3847,3.7352,8,1.17
38,2,1,-2.0842,-3.3777,0.278,4.653,8,1.06
39,2,3,-2.2639,-3.3658,0.2411,4.5703,8,2.09
40,2,2,-2.3439,-3.4499,0.4599,2.4049,8,2.52
41,2,1,-1.7481,-2.6701,0.2202,4.1863,8,1.66
42,2,1,-1.757,-2.7285,0.2094,4.6384,8,2.37
43,2,1,-1.9924,-3.2061,0.3169,3.8301,8,1.07
44,2,3,-2.2444,-3.1324,0.1298,6.8418,8,2.56
45,2,1,-1.6928,-3.0789,0.2761,5.0207,8,1.17
46,2,1,-1.6565,-2.4549,0.2995,2.6661,8,1.69
47,2,1,-1.94,-3.116,0.2744,4.2857,8,1.16
48,2,1,-2.0336,-2.9794,0.2438,3.8797,8,1.78
49,2,1,-2.2166,-3.3677,0.2368,4.8617,8,1.2
50,2,5,-inf,-inf,0.0,0.0,0,3.45
51,2,5,-3.3965,-4.6465,0.3691,3.3861,8,4.39
52,2,1,-1.6904,-2.9137,0.0703,17.3992,8,2.3
53,2,5,-1.8424,-2.9481,0.3248,3.4043,8,3.2
54,2,1,-1.9002,-3.3427,0.2022,7.1355,8,1.37
55,2,5,-inf,-inf,0.0,0.0,0,3.45
56,2,2,-1.8414,-2.7216,0.0864,10.1927,8,2.52
57,2,1,-1.8568,-3.0156,0.1261,9.187,8,1.31
58,2,3,-1.8897,-2.9589,0.199,5.3739,8,1.72
59,2,5,-1.7995,-2.8298,0.1436,7.177,8,3.9
60,2,4,-inf,-inf,0.0,0.0,0,3.45
61,2,5,-inf,-inf,0.0,0.0,0,3.45
62,2,1,-2.2382,-3.3521,0.1624,6.8607,8,1.33
63,2,5,-2.0102,-2.9373,0.1795,5.1641,8,3.62
64,2,4,-1.6837,-2.7748,0.1886,5.7853,8,3.18
65,2,3,-1.9229,-2.9151,0.1836,5.4049,8,2.84
66,2,3,-1.5907,-2.6164,0.1787,5.7379,8,2.96
67,2,5,-2.1633,-3.0666,0.1481,6.1001,8,4.18
68,2,4,-inf,-inf,0.0,0.0,0,3.45
69,2,1,-1.8406,-2.7551,0.2005,4.5605,8,1.68
70,2,4,-inf,-inf,0.0,0.0,0,3.45
71,2,4,-inf,-inf,0.0,0.0,0,3.45
72,2,1,-3.3033,-5.4855,0.547,3.9896,8,2.33
73,2,1,-inf,-inf,0.0,0.0,0,3.45
74,2,1,-1.9487,-2.9553,0.2768,3.6366,8,2.13
75,2,4,-3.5667,-5.2686,0.4905,3.4698,8,4.05
0,3,3,-1.6845,-2.7359,0.0903,11.6482,8,3.31
1,3,4,-inf,-inf,0.0,0.0,0,3.45
2,3,1,-2.2788,-3.3673,0.2615,4.1625,8,1.4
3,3,5,-1.483,-2.5065,0.1298,7.8832,8,4.39
4,3,1,-1.7552,-2.7743,0.2756,3.6978,8,1.88
5,3,1,-2.0691,-3.18,0.273,4.069,8,1.69
6,3,2,-2.1079,-3.1606,0.1944,5.4158,8,2.95
7,3,2,-1.625,-2.6469,0.1605,6.366,8,2.7
8,3,1,-inf,-inf,0.0,0.0,0,3.45
9,3,4,-inf,-inf,0.0,0.0,0,3.45
10,3,1,-2.0667,-3.0285,0.1985,4.8461,8,2.06
11,3,4,-1.6609,-2.8157,0.1438,8.0312,8,3.11
12,3,4,-inf,-inf,0.0,0.0,0,3.45
13,3,1,-3.6876,-6.3912,1.0091,2.6793,8,2.03
14,3,2,-1.9651,-2.9827,0.1728,5.8894,8,2.99
15,3,5,-1.6283,-2.6368,0.1546,6.5248,8,3.85
16,3,1,-1.9076,-2.9834,0.2182,4.9292,8,1.96
17,3,4,-2.7071,-4.0855,0.4335,3.1794,8,3.19
18,3,4,-2.535,-3.3125,0.1215,6.3993,8,2.27
19,3,1,-1.7362,-2.8358,0.142,7.7437,8,2.18
20,3,2,-2.2462,-3.4614,0.1165,10.4296,8,1.92
21,3,4,-3.2703,-4.6967,0.4044,3.5274,8,3.79
22,3,3,-inf,-inf,0.0,0.0,0,3.45
23,3,4,-1.755,-2.8591,0.1893,5.8319,8,3.51
24,3,1,-1.8406,-2.9009,0.2406,4.4068,8,1.42
25,3,5,-inf,-inf,0.0,0.0,0,3.45
26,3,4,-inf,-inf,0.0,0.0,0,3.45
27,3,1,-1.8714,-2.9297,0.1831,5.7795,8,1.6
28,3,2,-inf,-inf,0.0,0.0,0,3.45
29,3,1,-1.8559,-3.025,0.2751,4.2489,8,1.18
30,3,4,-inf,-inf,0.0,0.0,0,3.45
31,3,2,-1.9563,-3.0989,0.2118,5.3941,8,2.2
32,3,4,-2.0763,-2.9807,0.1103,8.1965,8,3.13
33,3,5,-inf,-inf,0.0,0.0,0,3.45
34,3,2,-1.7122,-2.7624,0.2472,4.2478,8,1.69
35,3,1,-2.2276,-3.1388,0.1791,5.0877,8,1.76
36,3,2,-1.7755,-3.0988,0.2403,5.5073,8,1.79
37,3,1,-1.7705,-2.8629,0.2758,3.9615,8,2.37
38,3,3,-2.2552,-3.3321,0.1264,8.5221,8,1.71
39,3,1,-inf,-inf,0.0,0.0,0,3.45
40,3,1,-inf,-inf,0.0,0.0,0,3.45
41,3,1,-2.1535,-3.3095,0.2331,4.96,8,1.24
42,3,1,-inf,-inf,0.0,0.0,0,3.45
43,3,2,-inf,-inf,0.0,0.0,0,3.45
44,3,2,-2.6918,-3.4423,0.2484,3.0208,8,2.64
45,3,2,-2.0052,-3.1787,0.2294,5.1149,8,1.86
46,3,5,-1.7487,-2.7558,0.1289,7.8154,8,4.09
47,3,1,-1.9834,-3.0588,0.3547,3.0318,8,1.43
48,3,2,-1.864,-3.1251,0.1559,8.0888,8,1.61
49,3,1,-1.3792,-2.3865,0.1992,5.0571,8,2.2
50,3,1,-1.9857,-3.026,0.1204,8.6441,8,1.64
51,3,4,-3.2271,-4.7522,0.4654,3.277,8,3.81
52,3,4,-1.982,-3.0483,0.2362,4.514,8,1.7
53,3,1,-1.8424,-3.107,0.334,3.7859,8,1.07
54,3,3,-1.8043,-3.204,0.2231,6.273,8,2.28
55,3,4,-inf,-inf,0.0,0.0,0,3.45
56,3,1,-2.6078,-3.449,0.2052,4.1,8,1.41
57,3,1,-1.9576,-3.0134,0.262,4.0292,8,2.66
58,3,1,-1.8897,-3.003,0.1416,7.8614,8,1.38
59,3,2,-2.1809,-3.1283,0.0885,10.7084,8,1.95
60,3,2,-inf,-inf,0.0,0.0,0,3.45
61,3,5,-3.1223,-3.5747,0.1445,3.132,8,3.6
62,3,1,-2.2276,-3.3757,0.2631,4.3645,8,1.16
63,3,5,-inf,-inf,0.0,0.0,0,3.45
64,3,4,-1.6284,-2.636,0.1333,7.5564,8,3.5
65,3,1,-2.2,-3.5334,0.2843,4.6909,8,1.18
66,3,4,-1.9335,-2.9164,0.2197,4.4727,8,3.01
67,3,4,-1.4066,-2.4836,0.0783,13.7595,8,4.11
68,3,3,-2.1352,-2.9644,0.2079,3.9879,8,2.59
69,3,2,-2.1333,-2.8927,0.1292,5.8774,8,2.78
70,3,1,-2.2785,-3.2067,0.1423,6.5209,8,1.85
71,3,4,-inf,-inf,0.0,0.0,0,3.45
72,3,4,-2.1691,-3.3275,0.181,6.3987,8,2.82
73,3,1,-inf,-inf,0.0,0.0,0,3.45
74,3,1,-2.3153,-3.3583,0.1627,6.411,8,1.48
75,3,4,-2.3984,-3.5352,0.3942,2.8841,8,3.16
0,4,2,-1.8376,-2.849,0.2335,4.3312,8,2.03
1,4,4,-inf,-inf,0.0,0.0,0,3.45
2,4,1,-inf,-inf,0.0,0.0,0,3.45
3,4,5,-inf,-inf,0.0,0.0,0,3.45
4,4,1,-1.5818,-2.6677,0.3157,3.4392,8,1.96
5,4,1,-2.0004,-3.1372,0.3424,3.3196,8,1.43
6,4,3,-1.5741,-2.521,0.2069,4.5759,8,3.02
7,4,2,-1.4395,-2.4402,0.1273,7.8611,8,4.2
8,4,3,-inf,-inf,0.0,0.0,0,3.45
9,4,4,-1.5826,-2.5333,0.2895,3.2844,8,3.01
10,4,5,-2.4255,-3.1936,0.2598,2.9567,8,3.49
11,4,1,-1.6206,-2.7654,0.1886,6.0696,8,2.03
12,4,4,-1.9261,-2.8493,0.1189,7.7666,8,2.52
13,4,1,-1.9886,-3.272,0.2432,5.2781,8,1.35
14,4,1,-1.8705,-2.8555,0.1455,6.7683,8,2.5
15,4,5,-2.2132,-3.1987,0.1875,5.2564,8,3.53
16,4,1,-2.1904,-3.3486,0.3058,3.7873,8,1.17
17,4,4,-2.2886,-3.2779,0.2194,4.5097,8,1.72
18,4,3,-2.535,-3.3895,0.1534,5.571,8,2.54
19,4,1,-1.7624,-2.9048,0.1891,6.0426,8,1.99
20,4,2,-1.7791,-3.0011,0.272,4.4933,8,1.77
21,4,4,-3.2703,-4.6625,0.5713,2.437,8,2.39
22,4,2,-inf,-inf,0.0,0.0,0,3.45
23,4,4,-1.755,-2.765,0.1611,6.2681,8,3.68
24,4,4,-inf,-inf,0.0,0.0,0,3.45
25,4,4,-inf,-inf,0.0,0.0,0,3.45
26,4,1,-2.0268,-2.9433,0.0745,12.307,8,2.1
27,4,1,-1.8714,-2.8807,0.0962,10.492,8,1.52
28,4,4,-inf,-inf,0.0,0.0,0,3.45
29,4,2,-inf,-inf,0.0,0.0,0,3.45
30,4,4,-inf,-inf,0.0,0.0,0,3.45
31,4,1,-2.0662,-3.2425,0.176,6.6832,8,1.7
32,4,1,-1.7299,-2.7977,0.3481,3.0672,8,1.71
33,4,5,-inf,-inf,0.0,0.0,0,3.45
34,4,2,-2.2092,-3.4829,0.203,6.2751,8,1.95
35,4,1,-2.4501,-3.6831,0.1192,10.3464,8,1.42
36,4,1,-1.9132,-3.0553,0.24,4.7581,8,1.3
37,4,5,-2.0398,-3.1703,0.2843,3.9757,8,2.81
38,4,5,-1.6925,-2.7425,0.1628,6.4496,8,3.45
39,4,1,-1.6397,-2.7484,0.2831,3.9164,8,1.59
40,4,5,-inf,-inf,0.0,0.0,0,3.45
41,4,5,-1.4608,-2.4277,0.0749,12.9161,8,4.13
42,4,4,-1.9494,-2.9713,0.0638,16.0241,8,3.36
43,4,2,-2.7586,-3.1434,0.1906,2.0191,8,2.33
44,4,4,-2.0268,-3.0771,0.1746,6.0145,8,3.13
45,4,2,-1.7234,-2.8096,0.2045,5.3126,8,2.15
46,4,2,-2.1919,-3.1248,0.2162,4.3147,8,1.61
47,4,1,-1.9498,-3.3154,0.3063,4.4584,8,1.05
48,4,5,-1.9707,-2.9624,0.281,3.5295,8,3.63
49,4,2,-1.5787,-2.5518,0.1669,5.8289,8,2.45
50,4,1,-1.9783,-3.1177,0.1668,6.8307,8,1.51
51,4,4,-3.3177,-5.6107,0.6884,3.3311,8,3.03
52,4,1,-1.8354,-2.7757,0.129,7.2866,8,2.04
53,4,1,-1.8992,-3.1668,0.2464,5.1435,8,1.28
54,4,3,-2.0003,-3.2481,0.2966,4.2071,8,1.05
55,4,5,-inf,-inf,0.0,0.0,0,3.45
56,4,2,-inf,-inf,0.0,0.0,0,3.45
57,4,1,-2.1761,-3.2807,0.1784,6.1923,8,1.88
58,4,1,-1.8897,-2.9448,0.1808,5.8355,8,1.58
59,4,2,-2.4855,-3.3616,0.1249,7.0174,8,2.05
60,4,1,-inf,-inf,0.0,0.0,0,3.45
61,4,5,-inf,-inf,0.0,0.0,0,3.45
62,4,1,-2.2151,-3.5137,0.305,4.2583,8,1.05
63,4,5,-inf,-inf,0.0,0.0,0,3.45
64,4,4,-1.833,-2.9398,0.1018,10.8694,8,2.02
65,4,3,-1.7081,-2.8264,0.288,3.8834,8,2.45
66,4,4,-1.7027,-2.8567,0.2089,5.5241,8,3.41
67,4,4,-1.6873,-2.9968,0.0932,14.0561,8,3.3
68,4,1,-1.9041,-2.9407,0.1939,5.3465,8,1.89
69,4,4,-1.4911,-2.5116,0.1231,8.2888,8,3.99
70,4,3,-2.0784,-2.9602,0.2349,3.7537,8,2.25
71,4,4,-inf,-inf,0.0,0.0,0,3.45
72,4,2,-2.8589,-3.7639,0.2091,4.3273,8,1.47
73,4,2,-inf,-inf,0.0,0.0,0,3.45
74,4,1,-1.9308,-2.864,0.2089,4.4679,8,2.0
75,4,4,-1.7778,-2.7619,0.1741,5.6526,8,3.65
