user_id,file_id,rating,combo_5_B__perp_token_curv_lex_disc__pred,avg_logprob,ppl,proportion_top10,proportion_top100,proportion_top1000,mean_rank,rank_entropy,curvature_z,ll_orig,mean_ll_pert,std_ll_pert,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,total_connectives,connective_entropy,connective_density_per_100w,enumeration_count
72,3,4.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5604,10.6925,7.5607,0.9018,0.0167,78.6439,149.9056,0.6863,0.1569,5.489,15.0,-0.0,4.1209,0.0
73,3,4.0,4.07,-3.2822,26.6334,0.0381,0.2984,0.688,1659.3202,3.9074,2.9642,-3.416,-3.7815,0.1233,0.4236,9.3869,6.6375,0.8614,0.0224,112.8252,69.279,0.5865,0.1779,4.6191,4.0,-0.0,0.8147,0.0
74,3,3.0,3.31,-3.6758,39.4788,0.0264,0.2286,0.7714,935.8066,4.5862,2.4608,-3.6758,-3.9406,0.1076,0.5569,10.313,7.2924,0.8997,0.0172,93.4985,93.4741,0.7487,0.1099,5.0262,10.0,0.9219,2.9155,0.0
75,3,5.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937,9.837,6.9558,0.882,0.0197,78.5488,124.12,0.5969,0.1888,4.9547,5.0,0.7219,1.2594,0.0
0,4,5.0,4.42,-2.8163,16.7149,0.0265,0.321,0.7511,1302.4174,3.4489,3.8596,-3.1165,-3.6018,0.1257,0.4061,9.8317,6.9521,0.8586,0.0222,204.4287,42.2309,0.6471,0.1681,4.227,7.0,0.5917,1.1945,0.0
1,4,4.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455,11.8629,8.3883,0.9016,0.016,93.059,56.7368,0.7364,0.1473,4.9049,19.0,0.7742,4.0169,0.0
2,4,4.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4456,13.7132,9.6967,0.8821,0.0172,49.6204,191.2583,0.5995,0.1754,5.0876,38.0,1.2256,4.0127,0.0
3,4,5.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4422,11.5557,8.1711,0.875,0.0192,92.9497,83.9883,0.6093,0.1921,5.1523,17.0,1.659,2.489,0.0
4,4,5.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521,11.3671,8.0377,0.8943,0.0172,83.6805,123.6667,0.6613,0.1734,5.0441,5.0,0.7219,1.0504,0.0
5,4,4.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,11.1098,7.8558,0.9057,0.0159,82.8644,105.1866,0.7315,0.1204,5.1323,21.0,0.5917,5.5556,0.0
6,4,4.0,3.88,-3.5419,34.532,0.0186,0.3588,0.7155,1466.9237,4.1615,6.8607,-3.5419,-3.9218,0.0554,0.5109,9.1536,6.4726,0.8836,0.0202,155.0839,60.0846,0.6768,0.1646,4.2461,5.0,0.7219,1.5576,0.0
7,4,4.0,4.26,-3.2153,24.9115,0.0086,0.2285,0.7595,1082.512,4.5396,3.4375,-3.2169,-3.6305,0.1203,0.5202,10.9855,7.7679,0.8929,0.0176,87.9768,103.3945,0.6724,0.194,5.0135,23.0,0.9976,5.157,0.0
8,4,4.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4746,9.4209,6.6616,0.8753,0.0209,110.799,81.3365,0.6791,0.1283,4.5355,13.0,1.5766,3.2995,0.0
9,4,4.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4165,10.9338,7.7314,0.866,0.0205,64.2904,131.7338,0.4808,0.2753,5.1161,12.0,1.1887,1.7417,0.0
10,4,2.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,8.7464,6.1847,0.8443,0.0247,130.7715,64.1616,0.6275,0.1667,4.7537,14.0,1.4299,2.5735,0.0
11,4,4.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4809,9.5338,6.7414,0.8775,0.0205,95.8245,76.4877,0.5926,0.1958,4.9898,8.0,0.5436,2.0356,0.0
12,4,5.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,11.9177,8.4271,0.9004,0.0161,52.5364,185.2258,0.6312,0.2053,5.0821,8.0,1.5613,1.6427,0.0
13,4,4.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4127,13.9723,9.8799,0.8744,0.0178,50.7875,168.7826,0.6258,0.1416,5.192,35.0,1.1936,3.0541,0.0
14,4,5.0,4.05,-3.6123,37.0506,0.0359,0.2729,0.6713,1550.5339,4.4037,4.2335,-3.6123,-4.0406,0.1012,0.5179,9.4925,6.7122,0.8869,0.0194,114.9731,81.4384,0.6782,0.1494,4.7113,3.0,-0.0,0.8929,0.0
15,4,4.0,3.94,-3.5093,33.4249,0.0205,0.3235,0.7677,1360.0433,4.3086,2.688,-3.5093,-3.8993,0.1451,0.6506,10.2663,7.2594,0.9221,0.0141,68.386,169.1466,0.7407,0.142,4.8474,3.0,-0.0,1.2048,0.0
16,4,4.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4795,9.4691,6.6957,0.8768,0.0207,88.0999,101.6373,0.5615,0.2406,4.7051,3.0,-0.0,0.7692,0.0
17,4,5.0,3.39,-4.4472,85.3887,0.0196,0.3137,0.7647,950.1961,5.7919,2.188,-4.4472,-4.9162,0.2143,0.931,5.0138,3.5453,0.9788,0.0063,71.3436,117.74,0.963,0.0,5.7931,0.0,0.0,0.0,0.0
18,4,3.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645,9.1562,6.4744,0.8435,0.0243,85.694,75.5875,0.4783,0.2478,4.7559,16.0,1.3245,2.5357,0.0
19,4,5.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,9.9314,7.0226,0.8178,0.0252,116.8939,60.2814,0.4728,0.2065,4.7779,17.0,0.6402,1.2382,0.0
20,4,5.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064,10.9553,7.7466,0.8893,0.018,65.6549,120.6463,0.6624,0.1266,5.0385,8.0,-0.0,1.7094,0.0
21,4,4.0,3.86,-5.284,197.1606,0.1,0.4,1.0,205.0,7.8995,2.0666,-5.284,-7.1456,0.9008,0.9,2.846,2.0125,0.9542,0.0199,200.0,28.0,0.8889,0.1111,4.4,2.0,1.0,20.0,1.0
22,4,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4544,10.8483,7.6709,0.8757,0.0196,90.6125,85.4961,0.6216,0.1969,4.8649,14.0,-0.0,2.4561,0.0
23,4,3.0,3.42,-2.9381,18.8798,0.0163,0.2727,0.6993,1072.6876,4.0782,6.7745,-2.9381,-3.4344,0.0733,0.5746,9.407,6.6518,0.9009,0.0177,125.5848,88.1712,0.7727,0.0974,5.1754,3.0,0.9183,1.1194,0.0
24,4,4.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741,9.7614,6.9024,0.8766,0.0204,68.5297,104.063,0.597,0.1493,5.0542,4.0,0.8113,0.9434,0.0
25,4,4.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,10.5,7.4246,0.8528,0.0221,61.27,128.5141,0.4932,0.2245,4.9337,22.0,1.7647,2.8061,0.0
26,4,4.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828,13.183,9.3218,0.8643,0.0192,62.3491,92.8111,0.5771,0.1938,4.9874,52.0,1.0069,4.3845,1.0
27,4,4.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4297,9.6564,6.8281,0.8643,0.0218,117.3218,47.5596,0.6359,0.1567,4.5307,6.0,0.65,1.1881,0.0
28,4,3.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4431,9.8282,6.9496,0.8687,0.0212,109.9709,75.7772,0.633,0.1422,4.6484,7.0,1.1488,1.4228,0.0
29,4,5.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559,11.5097,8.1386,0.9039,0.0159,71.8672,124.4701,0.7046,0.1477,4.3986,17.0,1.574,4.0094,0.0
30,4,4.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5307,10.2763,7.2665,0.8931,0.018,64.2844,124.338,0.6332,0.1809,4.816,6.0,0.65,1.6,0.0
31,4,5.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6307,12.1487,8.5904,0.9221,0.0132,46.4978,215.9605,0.7179,0.1496,5.3827,16.0,0.9934,4.3127,0.0
32,4,5.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559,13.1212,9.2781,0.9078,0.0146,42.2924,212.9006,0.6591,0.1623,5.2849,6.0,0.65,1.0889,0.0
33,4,4.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4319,14.7535,10.4323,0.8811,0.0168,52.4419,83.9902,0.631,0.1647,5.0891,44.0,1.3977,3.7704,0.0
34,4,5.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4512,12.2579,8.6676,0.8795,0.0182,64.9966,138.2223,0.6006,0.1742,5.294,27.0,1.2774,3.6585,0.0
35,4,1.0,2.53,-3.8617,47.5479,0.0374,0.3626,0.7275,1246.6088,4.7874,1.6969,-3.8617,-4.0906,0.1349,0.6289,10.7276,7.5856,0.9182,0.0144,71.5627,159.995,0.7432,0.1202,4.9656,10.0,0.9219,3.4364,0.0
36,4,4.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4625,9.9953,7.0677,0.8746,0.0204,120.9598,62.496,0.625,0.1852,4.6702,5.0,0.7219,1.0707,0.0
37,4,5.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3665,10.058,7.1121,0.8485,0.0229,76.4714,105.5297,0.5543,0.1558,5.1448,21.0,0.7229,2.7888,0.0
38,4,4.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4372,10.243,7.2429,0.8688,0.0208,79.4954,119.5145,0.6292,0.1333,5.2568,21.0,0.2762,3.8251,0.0
39,4,2.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4574,8.9974,6.3621,0.8687,0.022,68.7726,117.8161,0.5198,0.1921,5.2842,8.0,-0.0,2.0672,0.0
40,4,4.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4647,9.4213,6.6619,0.8727,0.0212,95.9028,76.0025,0.5969,0.1937,4.9805,6.0,0.9183,1.4599,0.0
41,4,5.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5095,10.4421,7.3837,0.8884,0.0185,100.907,91.134,0.6449,0.1495,4.9071,6.0,0.65,1.4286,0.0
42,4,4.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4762,10.6904,7.5593,0.8808,0.0192,103.6155,71.6826,0.7083,0.1292,4.7976,6.0,-0.0,1.1905,0.0
43,4,5.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5229,9.4563,6.6866,0.888,0.0193,106.7998,93.899,0.6433,0.1754,4.8073,3.0,0.9183,0.9174,0.0
44,4,4.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455,10.0725,7.1223,0.8961,0.0178,79.6347,111.7221,0.6667,0.1774,5.3666,8.0,0.5436,2.346,0.0
45,4,4.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4455,9.1517,6.4712,0.8662,0.0221,112.9804,70.5722,0.617,0.1596,4.8555,5.0,0.7219,1.1848,0.0
46,4,5.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4231,9.8859,6.9904,0.8635,0.0217,93.4536,67.603,0.6537,0.1429,4.7363,9.0,0.9864,1.6484,0.0
47,4,5.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3264,9.8624,6.9737,0.8358,0.0241,83.6643,125.747,0.5134,0.1812,5.1479,34.0,0.3816,3.724,0.0
48,4,4.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.2466,6.5383,0.8812,0.0204,129.7835,63.866,0.6667,0.152,4.6871,2.0,-0.0,0.5848,0.0
49,4,5.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517,10.4938,7.4202,0.8904,0.0182,91.6675,84.5933,0.6714,0.169,4.8592,4.0,1.0,0.9709,0.0
50,4,4.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3673,8.5285,6.0305,0.8408,0.0253,165.1516,53.6057,0.5354,0.2222,4.59,4.0,0.8113,0.7421,0.0
51,4,4.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264,9.1653,6.4808,0.8611,0.0226,126.9654,61.6459,0.5888,0.1675,4.8355,5.0,0.7219,1.0823,0.0
52,4,2.0,2.99,-3.9394,51.3877,0.0318,0.2484,0.6688,1705.7495,5.1486,3.5504,-3.9394,-4.1774,0.067,0.6889,12.2266,8.6455,0.9352,0.0113,38.2968,219.723,0.7512,0.1382,5.6159,4.0,1.0,1.2698,0.0
53,4,5.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5279,10.9469,7.7406,0.8946,0.0174,76.9064,105.9383,0.6476,0.1806,4.9,6.0,1.4591,1.3953,0.0
54,4,4.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,10.153,7.1793,0.8561,0.0221,132.7733,55.1469,0.6426,0.1863,4.8495,15.0,1.2366,2.2355,0.0
55,4,5.0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703,9.9053,7.0041,0.8184,0.0252,88.6425,80.808,0.4766,0.1625,5.2167,46.0,0.3015,3.4252,0.0
56,4,4.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283,9.0441,6.3952,0.861,0.0228,106.3766,68.9919,0.5969,0.1885,4.8767,8.0,-0.0,1.7937,0.0
57,4,4.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4129,11.3687,8.0389,0.8666,0.0201,111.9109,130.9691,0.5623,0.2396,5.2045,45.0,0.1537,5.9367,0.0
58,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,8.2549,5.8371,0.8568,0.0242,147.6304,52.49,0.6352,0.1384,4.6119,5.0,1.5219,1.3477,0.0
59,4,4.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3412,13.8601,9.8006,0.8549,0.0196,159.6033,97.7731,0.5844,0.1723,4.8382,85.0,1.4593,5.1515,0.0
60,4,3.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4804,10.3042,7.2862,0.8804,0.0195,103.2136,57.2874,0.638,0.19,4.4326,8.0,1.5613,1.7391,0.0
61,4,5.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457,10.936,7.7329,0.8462,0.0223,118.5628,52.8693,0.5376,0.2023,4.4915,14.0,0.7345,1.3986,0.0
62,4,4.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794,9.4427,6.677,0.8767,0.0207,122.0906,72.1648,0.629,0.1935,4.8866,7.0,0.8631,1.8041,0.0
63,4,5.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2561,12.6823,8.9678,0.8255,0.0224,57.6418,138.4608,0.422,0.2197,4.9152,85.0,0.9246,3.4666,2.0
64,4,5.0,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958,12.2644,8.6723,0.865,0.0197,92.3611,127.2509,0.5868,0.1895,5.1677,48.0,1.0609,5.0,0.0
65,4,4.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4492,9.2381,6.5323,0.8677,0.0219,112.8939,85.1395,0.6,0.1895,5.0189,5.0,0.7219,1.182,0.0
66,4,4.0,3.65,-3.5179,33.714,0.0,0.2602,0.6614,1597.1912,4.1092,2.4154,-3.5179,-3.8935,0.1555,0.5493,8.0167,5.6687,0.8883,0.0208,147.6779,59.8757,0.7094,0.1026,4.4695,2.0,1.0,0.939,0.0
67,4,4.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4766,10.3323,7.3061,0.8796,0.0196,82.5713,112.9984,0.6161,0.1741,4.9021,6.0,0.9183,1.2766,0.0
68,4,3.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875,6.5882,4.6586,0.8327,0.0295,113.2649,99.3988,0.2768,0.4643,5.083,1.0,-0.0,0.346,0.0
69,4,4.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5014,9.6307,6.8099,0.8832,0.0198,73.0018,130.5854,0.5946,0.1838,5.0136,7.0,1.9502,1.897,0.0
70,4,4.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5031,10.9888,7.7703,0.8886,0.0181,94.2297,76.8816,0.6833,0.1583,4.4256,6.0,-0.0,1.2579,0.0
71,4,5.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4339,9.8361,6.9552,0.8662,0.0214,101.5912,78.3459,0.6233,0.148,4.8677,7.0,0.5917,1.3619,0.0
72,4,4.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5356,11.3608,8.0333,0.8978,0.0167,51.2593,162.694,0.6349,0.1743,5.2244,9.0,0.7642,2.0,0.0
73,4,3.0,3.19,-2.9181,18.507,0.0261,0.3458,0.7488,1675.7052,3.4912,3.8979,-2.9868,-3.4451,0.1176,0.3809,8.7929,6.2175,0.8463,0.0245,169.6651,39.6001,0.6453,0.1281,4.4315,8.0,0.5436,1.5009,0.0
74,4,4.0,3.94,-3.2683,26.2664,0.0135,0.3025,0.815,875.0482,4.5292,2.4802,-3.2912,-3.6825,0.1578,0.5561,11.0107,7.7857,0.9017,0.0165,93.1903,113.4697,0.7202,0.1422,5.1913,25.0,0.4822,6.3776,0.0
75,4,5.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817,9.741,6.8879,0.8785,0.0202,111.3097,70.405,0.6599,0.1371,4.7604,4.0,0.8113,0.978,0.0
