user_id,file_id,rating,combo_11_E__add_perp_token_ner_disc__pred,cosine_sim,norm_gap,nli_mean_entail,nli_mean_contra,content_vs_function_ratio,pos_entropy,verbs_per_sentence,flesch_reading_ease,fk_grade_level,ttr,mtld,yules_k,avg_tree_depth,avg_dep_distance,entity_continuity,role_transitions,vader_compound,tb_subjectivity,sentence_length,avg_logprob,ppl,proportion_top100,entity_density,entity_label_entropy,connective_entropy,connective_density_per_100w
20,1,5.0,4.48,0.0,0.0,0.0,0.0,10.25,2.7268,0.9024,60.1621,8.1311,0.3816,73.2708,116.6675,4.3902,3.2855,0.4853,0.1455,0.993,0.5003,587.0,0.0,0.0,0.0,0.168,1.8178,0.8113,1.3629
21,1,4.0,3.82,1.0,0.0,0.0,0.0,1.5,2.4464,1.0,69.785,6.01,0.9,28.0,200.0,3.0,2.4444,0.0,0.0,0.0,0.2361,10.0,-5.284,197.1606,0.4,0.1,-0.0,1.0,20.0
22,1,4.0,4.09,0.0,0.0,0.0,0.0,6.5,2.827,4.3333,-86.2014,63.4164,0.5579,108.8173,61.9051,7.5,4.4349,0.4103,0.1963,0.9578,0.4704,328.0,0.0,0.0,0.0,0.152,2.3626,-0.0,0.9146
23,1,4.0,3.96,0.6246,0.0,0.0,0.0,13.0,2.686,1.9167,-166.7988,93.9113,0.5814,91.0846,130.4008,5.25,2.6638,0.2472,0.2584,0.9761,0.5063,258.0,-2.9219,18.5764,0.2554,0.0892,1.6513,0.9183,1.1628
24,1,4.0,4.17,-0.0615,0.0,0.0939,0.403,3.9474,3.0161,4.2857,15.6284,20.8074,0.4091,119.651,66.7052,5.8095,3.541,0.3966,0.2188,0.9986,0.4861,836.0,-3.2964,27.0163,0.2739,0.0866,2.117,1.4661,4.067
25,1,3.0,4.04,0.0,0.0,0.0,0.0,8.881,2.9053,3.0,37.8705,18.6347,0.4027,44.917,136.8424,6.0625,3.2134,0.3603,0.1818,0.9846,0.4781,519.0,0.0,0.0,0.0,0.2009,1.7735,-0.0,1.7341
26,1,4.0,4.09,0.0,0.0,0.0,0.0,3.5833,3.0228,4.75,9.7113,26.4378,0.3097,72.3044,120.9902,5.4167,3.3444,0.6,0.215,0.9936,0.5298,536.0,0.0,0.0,0.0,0.1444,2.2946,0.4395,2.0522
27,1,3.0,3.28,0.0,0.0,0.0,0.0,6.1867,2.6438,0.9574,46.7788,9.7764,0.3582,104.4167,106.4796,4.8085,3.1013,0.45,0.2172,0.994,0.5562,589.0,0.0,0.0,0.0,0.1022,1.9442,0.4138,2.0374
28,1,3.0,4.01,0.0,0.0,0.0,0.0,5.619,2.8097,4.6667,-50.2279,53.1404,0.4029,64.6277,179.7412,6.7778,4.4755,0.4048,0.2994,0.9922,0.4019,479.0,0.0,0.0,0.0,0.193,1.8054,0.7219,1.0438
29,1,4.0,3.96,0.5287,0.0,0.0457,0.3674,6.5833,2.8179,0.7917,52.5933,7.8462,0.7326,195.8264,45.7548,3.8333,2.6768,0.2432,0.3077,0.9674,0.4181,187.0,-3.7837,43.977,0.2276,0.0444,1.9143,1.5488,4.2781
30,1,3.0,3.54,0.0,0.0,0.0,0.0,2.1864,3.3238,2.1746,62.0839,8.063,0.477,127.6935,66.0586,3.7778,2.4639,0.3312,0.378,0.9981,0.4467,717.0,0.0,0.0,0.0,0.0412,2.7423,1.1357,4.3236
31,1,4.0,4.02,0.0,0.0,0.0,0.0,8.0,2.8581,2.8,37.664,15.6658,0.6122,183.4872,55.8361,4.4,3.2923,0.2867,0.2562,0.9838,0.4175,392.0,0.0,0.0,0.0,0.1016,2.4158,0.8113,2.0408
32,1,5.0,3.97,0.0,0.0,0.0,0.0,8.66,2.871,4.1143,25.1991,19.2047,0.2984,87.4121,101.314,5.9429,3.1583,0.5463,0.2418,0.9836,0.5515,1096.0,0.0,0.0,0.0,0.1423,1.874,1.4517,1.5511
33,1,5.0,4.82,0.6793,0.0,0.0068,0.0283,4.09,3.0367,2.0727,30.8394,15.6144,0.4329,146.4555,49.5723,5.2364,3.3559,0.4239,0.292,0.9986,0.4897,1125.0,-3.3289,27.9068,0.2439,0.0956,2.6941,1.5923,2.5778
34,1,2.0,3.6,0.349,0.0,0.1465,0.0469,4.0417,2.9956,2.8,-2.8924,28.32,0.7132,94.7106,72.1111,5.8,3.7594,0.3077,0.1034,0.9266,0.3575,129.0,-4.8293,125.1197,0.3131,0.0526,2.4194,-0.0,0.7752
35,1,1.0,2.44,0.0,0.0,0.0,0.0,8.0769,2.9512,5.4286,-50.7781,49.7392,0.4379,57.439,115.3958,6.1429,3.7608,0.4554,0.1486,0.9851,0.4325,427.0,0.0,0.0,0.0,0.1781,1.8804,1.4056,1.8735
36,1,4.0,4.0,0.0,0.0,0.0,0.0,6.4219,2.7904,6.125,-71.5224,59.837,0.384,55.5783,163.3617,6.75,3.7736,0.375,0.2335,0.9881,0.4049,539.0,0.0,0.0,0.0,0.2139,1.6928,0.7219,0.9276
37,1,5.0,4.85,0.0,0.0,0.0,0.0,5.3038,3.0266,3.0,28.1798,20.0564,0.444,105.318,68.3444,5.8333,3.6098,0.4357,0.235,0.9963,0.476,545.0,0.0,0.0,0.0,0.1446,2.1416,0.8167,2.2018
38,1,5.0,4.79,0.0,0.0,0.0,0.0,7.3509,2.8099,1.5556,41.8394,13.2812,0.4843,132.2853,62.1511,5.5185,3.296,0.442,0.2567,0.9918,0.3878,479.0,0.0,0.0,0.0,0.1198,2.2446,1.1451,2.714
39,1,4.0,3.95,0.0,0.0,0.0,0.0,6.0781,2.739,4.7143,-69.6071,59.2386,0.3802,46.8878,192.355,9.2857,5.3945,0.4567,0.1505,0.9851,0.3727,526.0,0.0,0.0,0.0,0.1414,1.9075,-0.0,0.9506
40,1,4.0,4.47,0.0,0.0,0.0,0.0,6.2245,2.9095,2.5,30.6552,21.0145,0.487,112.603,75.6836,5.5,3.1405,0.4393,0.2434,0.9872,0.462,384.0,0.0,0.0,0.0,0.1602,2.2298,0.7219,1.3021
41,1,5.0,4.66,0.0,0.0,0.0,0.0,8.325,2.7518,3.7143,30.9992,17.5809,0.4579,113.8593,91.2901,4.7857,2.8844,0.3984,0.2158,0.9887,0.5213,404.0,0.0,0.0,0.0,0.1862,2.2498,0.8113,0.9901
42,1,5.0,4.33,0.0,0.0,0.0,0.0,5.7541,2.9474,2.5,39.9343,16.4069,0.5183,109.7452,68.4917,4.8889,2.9511,0.4586,0.2468,0.9899,0.4554,436.0,0.0,0.0,0.0,0.1429,1.8749,1.1488,1.6055
43,1,5.0,4.62,0.0,0.0,0.0,0.0,5.746,2.7837,1.4516,31.1491,16.6733,0.5065,170.5951,56.2208,3.8387,2.5873,0.3893,0.3759,0.9919,0.5669,462.0,0.0,0.0,0.0,0.1301,2.4261,0.9913,2.8139
44,1,4.0,4.18,0.0,0.0,0.0,0.0,7.3043,2.8042,3.6364,26.0065,20.7491,0.4833,90.3031,114.4836,5.5455,3.7579,0.3696,0.1504,0.9949,0.4837,449.0,0.0,0.0,0.0,0.1711,2.4853,-0.0,1.3363
45,1,2.0,3.07,0.0,0.0,0.0,0.0,6.6481,2.7675,0.8056,55.1512,9.1828,0.459,78.2112,105.2109,4.1389,2.7207,0.3846,0.131,0.9955,0.4038,451.0,0.0,0.0,0.0,0.1372,1.6398,0.5436,1.7738
46,1,5.0,4.56,0.6711,0.0,0.0638,0.3728,6.9333,2.8408,4.9167,39.6334,17.1715,0.4493,68.0318,122.2899,5.5,2.4944,0.4472,0.2185,0.9581,0.4296,414.0,-3.2413,25.5658,0.313,0.2126,2.1457,0.65,1.4493
47,1,5.0,4.68,0.0,0.0,0.0,0.0,3.1829,3.176,2.0192,53.965,10.0586,0.4034,126.8179,63.8684,4.5192,2.8918,0.4581,0.4065,0.9978,0.544,776.0,0.0,0.0,0.0,0.0892,2.3653,0.9816,3.866
48,1,4.0,4.0,0.0,0.0,0.0,0.0,3.1149,2.9309,1.1552,59.3233,7.782,0.4519,119.0793,95.9998,4.6897,2.6431,0.4151,0.2513,0.9798,0.5223,624.0,0.0,0.0,0.0,0.0496,2.7237,0.1959,5.2885
49,1,4.0,3.87,0.6973,0.0,0.2069,0.1507,5.6909,2.8868,7.6,-42.1751,48.622,0.4296,48.4349,147.422,8.8,3.4557,0.4237,0.2057,0.872,0.5282,433.0,-3.2115,24.8151,0.3194,0.1847,1.9288,-0.0,0.6928
50,1,5.0,2.78,0.7097,0.0,0.0389,0.4691,7.0,2.9762,4.6,28.1258,21.6335,0.4056,40.857,177.7778,5.6,5.8985,0.3293,0.0847,0.9874,0.6745,360.0,-2.9141,18.4323,0.3249,0.1425,0.9998,1.3516,2.5
51,1,4.0,3.99,0.5736,0.0,0.0629,0.4478,4.3594,2.7918,4.5714,32.2986,22.5835,0.3475,35.1397,270.2748,6.8571,3.2069,0.41,0.1942,0.9881,0.4829,423.0,-2.9478,19.0647,0.3129,0.2156,1.9124,-0.0,0.9456
52,1,4.0,3.95,0.0,0.0,0.0,0.0,10.6667,2.6946,3.1429,-29.9136,42.3573,0.5273,135.492,81.1754,6.5714,4.0579,0.4032,0.0547,0.9403,0.4253,330.0,0.0,0.0,0.0,0.1646,2.2094,0.8113,1.2121
53,1,5.0,4.94,0.0,0.0,0.0,0.0,11.5625,2.7392,3.5,-50.8783,51.4921,0.5256,105.9383,77.0146,7.0,3.71,0.3836,0.1333,0.9921,0.4053,430.0,0.0,0.0,0.0,0.1912,2.1964,1.4591,1.3953
54,1,5.0,4.78,0.0,0.0,0.0,0.0,4.9386,2.8721,1.1774,51.8606,9.0346,0.3901,124.641,71.7003,4.6935,2.8444,0.4625,0.2091,0.9974,0.5069,728.0,0.0,0.0,0.0,0.0935,2.1611,0.2668,3.022
55,1,4.0,4.16,0.0,0.0,0.0,0.0,6.7165,2.8081,2.2564,-37.7624,45.7707,0.3395,79.6703,82.294,5.5641,2.8703,0.508,0.1987,0.9862,0.3306,1084.0,0.0,0.0,0.0,0.1465,2.0032,1.0613,1.476
56,1,4.0,3.94,0.0,0.0,0.0,0.0,10.0606,2.8746,6.0,-36.2367,46.7172,0.4894,107.3774,117.4379,7.2,3.6763,0.3659,0.0764,0.9493,0.4697,378.0,0.0,0.0,0.0,0.1199,1.8984,0.9183,0.7937
57,1,4.0,3.91,0.0,0.0,0.0,0.0,2.5316,2.8029,0.9481,60.5142,7.0614,0.393,102.4437,128.1016,4.2468,2.6195,0.4221,0.2347,0.9888,0.4681,687.0,0.0,0.0,0.0,0.0401,2.5601,0.5501,5.8224
58,1,2.0,2.09,0.0,0.0,0.0,0.0,14.2857,2.5001,10.6667,-223.9412,118.2777,0.4286,52.49,147.6304,9.3333,10.5983,0.3939,0.027,0.9726,0.4522,371.0,0.0,0.0,0.0,0.1308,1.5176,1.5219,1.3477
59,1,3.0,3.23,0.0,0.0,0.0,0.0,38.8667,2.423,1.4444,-119.9449,78.0186,0.249,61.21,281.6958,6.6111,3.813,0.5603,0.0283,0.8268,0.3703,739.0,0.0,0.0,0.0,0.2308,2.151,-0.0,0.1353
60,1,4.0,4.24,0.0,0.0,0.0,0.0,4.7449,2.9332,1.7969,37.3894,15.4198,0.2388,84.1771,72.6176,5.2188,3.4715,0.7512,0.1789,0.9984,0.4851,1524.0,0.0,0.0,0.0,0.1299,2.3262,1.2883,3.3465
61,1,5.0,4.68,0.0,0.0,0.0,0.0,2.8596,3.1454,1.913,37.8059,12.5717,0.503,84.5758,74.7679,5.3913,3.4735,0.3125,0.2727,0.9964,0.539,495.0,0.0,0.0,0.0,0.1028,2.4039,1.2366,3.0303
62,1,4.0,4.04,0.0,0.0,0.0,0.0,5.1818,2.7791,2.9091,29.2314,19.3056,0.5359,146.1013,63.3375,6.0,3.5853,0.4167,0.1795,0.9709,0.5333,362.0,0.0,0.0,0.0,0.0924,1.6255,0.9183,1.6575
63,1,5.0,4.5,0.0,0.0,0.0,0.0,3.1086,2.9465,3.1071,17.0976,21.2257,0.3142,194.4107,66.3156,6.1071,3.4586,0.5015,0.325,0.9991,0.4428,1849.0,0.0,0.0,0.0,0.0472,2.8501,1.2642,5.3002
64,1,5.0,4.85,0.0,0.0,0.0,0.0,6.5658,2.9622,3.4,37.9329,15.9035,0.4306,83.4685,69.8584,6.1,3.6033,0.4675,0.1542,0.994,0.528,634.0,0.0,0.0,0.0,0.1652,2.4033,1.614,1.8927
65,1,4.0,3.98,0.0,0.0,0.0,0.0,11.6667,2.7013,10.0,-50.5892,49.63,0.5309,115.4883,74.0131,6.5,5.069,0.4097,0.2384,0.9892,0.4263,405.0,0.0,0.0,0.0,0.1368,2.1442,-0.0,0.9877
66,1,4.0,3.87,0.0,0.0,0.0,0.0,11.6667,2.6852,6.8,-32.5208,44.0459,0.4824,110.6315,96.0627,4.8,3.5535,0.4595,0.1216,0.9674,0.5272,369.0,0.0,0.0,0.0,0.1275,1.9485,1.4488,1.897
67,1,4.0,4.08,0.0,0.0,0.0,0.0,7.0625,2.8476,3.0,44.8529,14.1503,0.4871,95.162,79.0878,5.8,3.4492,0.4274,0.1419,0.9792,0.4843,427.0,0.0,0.0,0.0,0.1113,1.7916,1.5,0.9368
68,1,4.0,4.11,0.6917,0.0,0.1002,0.3111,5.0396,2.9183,1.9355,33.7231,16.6847,0.3652,78.3435,89.5799,5.1935,3.0218,0.4494,0.2778,0.998,0.4805,679.0,-3.2971,27.0337,0.2978,0.1257,2.1493,0.8842,2.9455
69,1,4.0,3.98,0.0,0.0,0.0,0.0,5.1951,2.9682,1.7222,23.8946,20.8348,0.3404,65.3887,131.856,6.3333,3.4027,0.6762,0.1206,0.9936,0.4915,570.0,0.0,0.0,0.0,0.1533,2.077,0.8167,2.1053
70,1,5.0,4.7,0.0,0.0,0.0,0.0,3.5407,3.0915,3.0133,18.3163,22.7079,0.2063,69.3816,95.9276,6.0667,3.372,0.6721,0.2943,0.9991,0.5185,2235.0,0.0,0.0,0.0,0.1098,2.4519,0.8866,3.4899
71,1,5.0,4.56,0.0,0.0,0.0,0.0,12.5455,2.5771,3.0,-68.9189,58.0247,0.5562,61.8643,92.3864,6.8571,3.0508,0.3281,0.1226,0.9726,0.5236,329.0,0.0,0.0,0.0,0.1828,2.1953,0.8113,1.2158
72,1,5.0,3.8,0.0,0.0,0.0,0.0,6.0323,2.8023,2.8125,13.0942,24.258,0.3659,67.9653,128.6437,7.5625,3.3562,0.5612,0.2311,0.9816,0.4567,492.0,0.0,0.0,0.0,0.1362,1.9763,0.8631,1.4228
73,1,4.0,3.85,0.6625,0.0,0.2913,0.0966,8.4643,2.7923,2.7143,-22.6529,37.7009,0.6806,198.5463,47.9842,7.0,4.6364,0.2955,0.1667,0.9783,0.5088,288.0,-3.6418,38.1589,0.2431,0.1498,2.1937,1.371,1.7361
74,1,3.0,3.14,0.0,0.0,0.0,0.0,3.8022,3.0257,3.5714,7.4504,25.1694,0.389,46.3346,156.8767,6.5714,3.5177,0.4286,0.2917,0.996,0.5673,491.0,0.0,0.0,0.0,0.1705,2.4817,1.2244,1.833
75,1,5.0,4.59,0.0,0.0,0.0,0.0,7.0175,3.0739,4.2667,11.3871,27.5704,0.4595,92.9159,92.4951,5.6,3.9904,0.3521,0.2771,0.9949,0.4839,531.0,0.0,0.0,0.0,0.1751,2.0076,1.6577,1.6949
0,2,5.0,4.19,0.6034,0.0,0.4596,0.1255,9.7742,2.8768,5.1,-101.7215,68.5623,0.6203,235.1777,47.385,5.5,2.4671,0.3588,0.25,0.8957,0.4653,345.0,-4.3536,77.7567,0.3152,0.1349,2.5868,1.4591,1.7391
1,2,5.0,4.62,0.0,0.0,0.0,0.0,5.7115,2.8533,2.5455,42.9089,17.5842,0.4755,95.6491,94.9462,5.2727,3.4271,0.4202,0.1087,0.9923,0.5362,387.0,0.0,0.0,0.0,0.1548,2.0644,0.5033,2.3256
2,2,4.0,4.23,0.0,0.0,0.0,0.0,3.0217,3.1441,1.7432,47.8251,10.8242,0.4,132.8164,54.9941,4.6757,3.0289,0.4466,0.2646,0.9988,0.4683,1160.0,0.0,0.0,0.0,0.0846,2.4374,1.5943,3.1897
3,2,5.0,4.91,0.0,0.0,0.0,0.0,6.7724,2.9184,2.0984,42.0242,15.0646,0.3248,122.6135,57.6999,4.2623,2.8192,0.535,0.1501,0.9996,0.4562,1207.0,0.0,0.0,0.0,0.1426,2.3535,1.1918,1.657
4,2,5.0,4.66,0.0,0.0,0.0,0.0,9.4516,2.8424,2.7143,48.0531,12.9953,0.5066,70.9541,101.6802,5.3571,3.4215,0.3047,0.2072,0.9899,0.5358,381.0,0.0,0.0,0.0,0.214,2.3252,0.5917,1.8373
5,2,4.0,4.21,0.0,0.0,0.0,0.0,6.1296,2.8407,1.6364,41.4592,13.8825,0.4928,107.7801,104.2031,5.3182,3.2,0.4352,0.2436,0.9919,0.5349,414.0,0.0,0.0,0.0,0.1387,1.9372,1.087,4.5894
6,2,4.0,4.15,0.0,0.0,0.0,0.0,6.8704,2.8655,4.2,37.6837,16.3048,0.5077,100.1965,88.9638,6.0,3.2685,0.3451,0.2297,0.9945,0.5272,457.0,0.0,0.0,0.0,0.1239,1.9333,1.1488,1.5317
7,2,4.0,4.0,0.0,0.0,0.0,0.0,2.568,3.1176,1.6129,45.3775,10.6736,0.5228,119.8478,85.8268,5.5806,2.8913,0.2773,0.3333,0.996,0.5049,461.0,0.0,0.0,0.0,0.0475,1.8175,1.2332,3.9046
8,2,3.0,3.57,0.0,0.0,0.0,0.0,4.7792,3.0621,2.9412,39.8483,16.624,0.5073,82.9638,59.9718,4.9412,2.9791,0.3742,0.2199,0.9825,0.4126,479.0,0.0,0.0,0.0,0.1374,2.3025,1.2516,1.2526
9,2,4.0,4.19,0.0,0.0,0.0,0.0,4.1376,2.8267,1.7097,42.3941,12.8634,0.3993,112.7419,78.9942,5.4839,3.0642,0.5079,0.3254,0.9968,0.5291,596.0,0.0,0.0,0.0,0.1014,1.9069,1.0862,3.8591
10,2,3.0,3.34,0.0,0.0,0.0,0.0,9.1628,2.7199,4.6,20.9199,22.5144,0.4522,110.7403,90.0756,5.9,3.5477,0.4085,0.209,0.986,0.5526,460.0,0.0,0.0,0.0,0.1578,2.1353,-0.0,1.9565
11,2,4.0,4.09,0.0,0.0,0.0,0.0,12.0,2.8483,4.5556,-6.5973,34.2028,0.4419,53.5222,117.3361,6.7778,3.9975,0.411,0.2242,0.991,0.4373,482.0,0.0,0.0,0.0,0.188,1.7339,0.65,1.2448
12,2,5.0,4.57,0.0,0.0,0.0,0.0,7.0263,2.8247,4.8,-15.5652,40.0247,0.5262,107.1444,85.5858,8.0,3.8636,0.4074,0.1261,0.9688,0.4706,325.0,0.0,0.0,0.0,0.1762,1.9813,0.9183,1.8462
13,2,2.0,3.46,0.0,0.0,0.0,0.0,4.0599,2.9251,1.1681,45.2209,10.3515,0.3874,203.4336,49.7255,4.2743,2.8859,0.4877,0.2735,0.9982,0.5045,1412.0,0.0,0.0,0.0,0.07,2.6308,1.5129,2.5496
14,2,5.0,4.52,0.0,0.0,0.0,0.0,13.0667,2.9087,8.8571,-71.28,58.2298,0.3938,61.7097,145.0779,7.0,3.3996,0.4274,0.2022,0.9938,0.5301,513.0,0.0,0.0,0.0,0.183,1.5953,-0.0,0.7797
15,2,4.0,3.97,0.6022,0.0,0.0506,0.1203,9.5238,2.7672,4.6,-31.9678,45.2937,0.4731,52.3635,152.8757,6.0,3.7901,0.358,0.1951,0.9041,0.5079,279.0,-3.2134,24.8627,0.2887,0.1919,1.847,-0.0,1.0753
16,2,2.0,4.48,0.0,0.0,0.0,0.0,4.1351,2.9741,2.0278,38.5685,13.6978,0.3728,110.7829,75.5033,5.6944,3.4655,0.5267,0.2776,0.9983,0.5263,794.0,0.0,0.0,0.0,0.0974,2.0444,1.1965,4.2821
17,2,2.0,2.73,-0.0435,0.0,0.0116,0.3262,7.2857,2.6865,3.25,30.9707,16.0197,0.685,65.3909,124.0002,6.5,3.0818,0.3636,0.1714,0.9712,0.4,127.0,-3.114,22.5105,0.3613,0.1099,2.1211,-0.0,1.5748
18,2,4.0,3.94,0.5745,0.0,0.0542,0.2047,7.1648,3.0538,3.4286,33.2709,22.6904,0.2297,50.0522,218.3307,5.5143,3.038,0.6449,0.2005,0.9949,0.4342,984.0,-2.3371,10.3508,0.3465,0.2258,1.6154,0.469,1.0163
19,2,5.0,4.77,0.0,0.0,0.0,0.0,8.3474,2.7617,3.087,-32.7484,44.3778,0.3151,86.9878,83.1273,6.6957,3.5596,0.5561,0.1741,0.9986,0.4479,987.0,0.0,0.0,0.0,0.1607,2.0144,1.3568,1.0132
20,2,5.0,4.58,0.0,0.0,0.0,0.0,4.5889,2.8121,0.7209,47.9599,10.1457,0.4725,118.2033,71.7966,4.4884,2.9242,0.3922,0.202,0.9761,0.4264,527.0,0.0,0.0,0.0,0.0995,2.2065,-0.0,2.0873
21,2,4.0,3.82,1.0,0.0,0.0,0.0,1.5,2.4464,1.0,69.785,6.01,0.9,28.0,200.0,3.0,2.4444,0.0,0.0,0.0,0.2361,10.0,-5.284,197.1606,0.4,0.1,-0.0,1.0,20.0
22,2,4.0,4.04,0.0,0.0,0.0,0.0,11.9667,2.7534,2.375,-126.2823,77.4534,0.5664,162.4553,57.7886,5.6875,3.4424,0.4203,0.1781,0.8519,0.4589,399.0,0.0,0.0,0.0,0.1265,2.2797,1.0,0.5013
23,2,4.0,3.97,-0.0953,0.0,0.0,0.0,13.0,2.686,1.9167,-166.7988,93.9113,0.5814,91.0846,130.4008,5.25,2.6638,0.2472,0.2584,0.9761,0.5063,258.0,-2.9219,18.5764,0.2554,0.0892,1.6513,0.9183,1.1628
24,2,4.0,3.97,0.0,0.0,0.0,0.0,9.2593,2.681,3.125,-17.3674,37.8746,0.5705,86.3373,78.3748,6.375,3.6353,0.3704,0.1474,0.9792,0.5355,298.0,0.0,0.0,0.0,0.1197,2.2423,-0.0,1.0067
25,2,4.0,4.01,0.0,0.0,0.0,0.0,9.7447,2.9297,11.8333,-89.368,67.8743,0.387,60.4332,162.7465,9.1667,5.0778,0.4295,0.2087,0.9774,0.4193,602.0,0.0,0.0,0.0,0.1768,1.6658,0.65,0.9967
26,2,4.0,3.89,0.0,0.0,0.0,0.0,5.2075,2.9708,1.9444,51.4839,11.8277,0.5184,53.3796,113.5734,5.4444,2.8693,0.2672,0.2547,0.9312,0.3782,380.0,0.0,0.0,0.0,0.1581,2.0574,1.1488,1.8421
27,2,4.0,3.99,0.0,0.0,0.0,0.0,4.9189,2.9935,2.9375,34.6464,19.9097,0.4297,47.5596,117.3218,6.0,3.1993,0.3309,0.1921,0.9776,0.4967,505.0,0.0,0.0,0.0,0.1917,1.8956,0.65,1.1881
28,2,3.0,3.51,0.0,0.0,0.0,0.0,7.0566,2.8386,5.3333,-72.8054,57.5317,0.4513,96.7471,94.7323,8.2222,3.8504,0.4,0.1963,0.9914,0.5495,483.0,0.0,0.0,0.0,0.187,1.9483,1.0,0.8282
29,2,4.0,4.0,0.8159,0.0,0.0424,0.2832,3.7045,3.072,1.2941,48.1903,9.4897,0.7642,251.6864,38.7148,4.8824,3.1627,0.1778,0.3214,0.2023,0.4821,212.0,-3.6093,36.9392,0.25,0.0478,2.4402,1.1488,3.3019
30,2,4.0,3.53,0.5729,0.0,0.3312,0.0781,4.0952,2.9948,3.6667,-44.1878,45.6318,0.7589,260.1719,33.4821,6.0,3.7546,0.1753,0.4286,0.9633,0.3723,224.0,-3.9046,49.628,0.2485,0.0693,2.7386,0.7219,2.2321
31,2,4.0,4.14,0.0,0.0,0.0,0.0,8.5833,2.8503,3.6,-43.806,47.1312,0.5373,137.0363,52.599,6.3,3.712,0.3613,0.2012,0.993,0.5051,482.0,0.0,0.0,0.0,0.1111,2.2022,1.3788,1.4523
32,2,4.0,4.02,0.0,0.0,0.0,0.0,4.5376,2.9261,1.3784,40.2009,13.5079,0.3316,88.2087,123.016,5.2432,3.3312,0.5376,0.2119,0.9975,0.4386,579.0,0.0,0.0,0.0,0.1179,1.8005,0.6144,3.1088
33,2,5.0,4.9,0.0,0.0,0.0,0.0,4.09,3.0378,2.1887,30.8394,15.6144,0.4338,146.7388,49.3195,5.3585,3.436,0.426,0.3203,0.9986,0.4897,1125.0,0.0,0.0,0.0,0.0969,2.7198,1.5923,2.5778
34,2,5.0,4.73,0.0,0.0,0.0,0.0,5.6111,2.9517,2.0,37.5789,13.9801,0.5179,154.9298,59.9224,4.1875,3.2637,0.376,0.2848,0.9914,0.474,475.0,0.0,0.0,0.0,0.0733,2.3342,1.7806,3.3684
35,2,2.0,2.9,0.0,0.0,0.0,0.0,15.0,2.6707,1.1818,39.3812,14.8466,0.4585,107.8122,84.9687,4.4091,2.9233,0.5455,0.1429,0.9823,0.5614,386.0,0.0,0.0,0.0,0.1763,1.9087,0.9183,0.7772
36,2,4.0,4.03,0.0,0.0,0.0,0.0,15.8125,2.4919,2.6429,-65.7995,54.36,0.5446,171.3646,50.5102,5.1429,3.3915,0.3649,0.0962,0.9921,0.4226,560.0,0.0,0.0,0.0,0.1531,2.4108,1.1488,1.25
37,2,5.0,4.73,0.0,0.0,0.0,0.0,3.9149,3.086,1.6897,51.9394,12.5909,0.4545,86.7114,70.4588,5.3448,2.9221,0.442,0.2874,0.9979,0.5523,506.0,0.0,0.0,0.0,0.1311,2.1187,0.5033,1.7787
38,2,4.0,4.13,0.0,0.0,0.0,0.0,3.7248,2.9928,1.4872,45.0869,11.1596,0.4111,101.4435,84.5679,5.1538,3.216,0.5,0.203,0.9956,0.5405,540.0,0.0,0.0,0.0,0.087,2.024,1.0389,2.7778
39,2,2.0,2.79,0.6675,0.0,0.015,0.3723,9.8293,2.8541,0.9828,75.4337,4.8195,0.2853,36.533,265.0818,3.6034,2.8373,0.5526,0.1991,0.9776,0.4814,659.0,-2.5573,12.9006,0.362,0.2249,1.143,1.1488,1.0622
40,2,2.0,2.97,0.0,0.0,0.0,0.0,9.1333,2.6177,1.2353,40.4333,14.2595,0.6156,144.4265,60.6903,4.9412,3.2175,0.3385,0.0741,0.9921,0.3244,307.0,0.0,0.0,0.0,0.1081,2.4505,1.4591,1.9544
41,2,5.0,4.27,0.6093,0.0,0.1703,0.2416,4.5,2.8687,3.6,20.0925,25.3625,0.4281,42.5223,208.025,7.6,3.9909,0.4304,0.1546,0.9851,0.5346,313.0,-3.0343,20.7865,0.3772,0.2244,1.7849,-0.0,1.278
42,2,4.0,4.19,0.0,0.0,0.0,0.0,6.75,2.7149,2.8235,6.484,26.7223,0.4515,92.4972,109.4596,5.2941,3.0462,0.4672,0.2,0.9917,0.4213,392.0,0.0,0.0,0.0,0.1551,2.2558,0.8113,1.0204
43,2,5.0,4.36,0.63,0.0,0.0988,0.1422,12.15,2.6423,4.4,-16.7906,36.7176,0.564,99.4883,85.4875,7.8,3.5243,0.3611,0.1237,0.9674,0.4933,289.0,-3.6767,39.5171,0.3763,0.1637,2.0226,-0.0,0.692
44,2,4.0,4.1,0.0,0.0,0.0,0.0,7.3095,2.8903,1.7895,38.4826,16.2141,0.5093,122.3229,73.4544,4.9474,2.869,0.4609,0.2518,0.9647,0.496,377.0,0.0,0.0,0.0,0.137,1.9873,0.9183,1.5915
45,2,2.0,3.14,0.0,0.0,0.0,0.0,8.6744,2.7498,3.8182,12.3042,25.4551,0.4665,130.0835,83.1075,6.0,3.6409,0.3955,0.2179,0.9806,0.4811,448.0,0.0,0.0,0.0,0.1653,2.0747,0.5917,1.5625
46,2,5.0,4.54,0.0,0.0,0.0,0.0,3.6111,2.9882,1.4348,57.0952,9.9685,0.4609,86.7306,81.4745,5.3478,3.2796,0.4104,0.2571,0.9826,0.46,460.0,0.0,0.0,0.0,0.1456,1.7031,0.8167,2.6087
