n_sentences,n_tokens,sentence_length,n_sentences_r,n_words_r,n_chars_r,syllables,polysyllables,words_per_sentence,syllables_per_word,chars_per_word,polysyllable_rate,flesch_reading_ease,fk_grade_level,gunning_fog,smog_index,ari,coleman_liau,tokens,types,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,token_count,sentence_count,pos_prop_NOUN,pos_prop_PROPN,pos_prop_PRON,pos_prop_VERB,pos_prop_AUX,pos_prop_ADJ,pos_prop_ADV,pos_prop_ADP,pos_prop_DET,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_INTJ,pos_prop_SYM,pos_prop_X,pos_prop_PUNCT,content_vs_function_ratio,pronoun_ratio,verbs_per_sentence,pos_entropy,avg_tree_depth,max_tree_depth,std_tree_depth,avg_dep_distance,root_children_mean,token_count_ner,entity_count,entity_density,unique_entity_types,entity_label_entropy,avg_entity_length_tokens,ent_count_PERSON,ent_count_ORG,ent_count_GPE,ent_count_LOC,ent_count_NORP,ent_count_FAC,ent_count_EVENT,ent_count_WORK_OF_ART,ent_count_LAW,ent_count_LANGUAGE,ent_count_PRODUCT,ent_count_DATE,ent_count_TIME,ent_count_PERCENT,ent_count_MONEY,ent_count_QUANTITY,ent_count_ORDINAL,ent_count_CARDINAL,vader_compound,vader_pos,vader_neu,vader_neg,tb_polarity,tb_subjectivity,disc_token_count,total_connectives,connective_density_per_100w,unique_connectives,connective_entropy,count_temporal,count_comparison,count_cause,count_expansion,density_temporal,density_comparison,density_cause,density_expansion,enumeration_count,avg_connective_position,unique_entities,avg_entities_per_sent,entity_continuity,entity_introductions,role_transitions,grid_density,cosine_sim,q_norm,r_norm,norm_gap,avg_logprob,ppl,proportion_top10,proportion_top100,proportion_top1000,proportion_over1000,mean_rank,median_rank,rank_entropy,n_pred_tokens,nli_mean_entail,nli_mean_contra,nli_max_contra,nli_frac_entail_gt50,nli_frac_contra_gt50,nli_pairs_evaluated,nli_r_to_q_entail,nli_q_to_r_entail,nli_r_to_q_contra,nli_q_to_r_contra,n_sentences_resp,ll_orig,mean_ll_pert,std_ll_pert,curvature_z,n_perturb_used,user_id,file_id,rating
47,861,589,41,502,2839,876,81,12.2439,1.745,5.6554,0.1614,46.7788,9.7764,11.3517,11.1587,11.3288,15.0361,589,211,0.35823429541595925,8.694103538189973,6.147659568192086,0.8390562153393426,0.02523252288678501,106.47957315930717,104.41665860345105,0.5639810426540285,0.18009478672985782,5.067911714770798,861,47,0.3008130081300813,0.09407665505226481,0.0011614401858304297,0.05110336817653891,0.0011614401858304297,0.08943089430894309,0.003484320557491289,0.05226480836236934,0.003484320557491289,0.025551684088269456,0.0011614401858304297,0.0023228803716608595,0.07549361207897794,0.0,0.0,0.0,0.29849012775842043,6.1866666666666665,0.0011614401858304297,0.9574468085106383,2.643842913396531,4.808510638297872,9.0,1.645604045759107,3.101308073504774,4.148936170212766,861,88,0.10220673635307782,6,1.9441524861677146,1.4886363636363635,7.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,41.0,0.994,0.116,0.855,0.029,0.15405303030303033,0.5561742424242423,589,12,2.0373514431239386,2,0.41381685030074833,0,1,0,11,0.0,0.1697792869269949,0.0,1.8675721561969438,0,0.5622,120,7.25531914893617,0.45,0.55,0.2171945701357466,0.060460992907801415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,1,3.0
9,632,479,3,397,2006,576,30,132.3333,1.4509,5.0529,0.0756,-50.2279,53.1404,55.956,21.1944,68.5358,13.6874,479,193,0.40292275574112735,8.818395084029609,6.235546963099451,0.8527131389219743,0.023864874640842727,179.74119708334604,64.62765946947547,0.6113989637305699,0.19689119170984457,4.465553235908142,632,9,0.25158227848101267,0.20411392405063292,0.007911392405063292,0.06487341772151899,0.0015822784810126582,0.03639240506329114,0.0031645569620253164,0.0680379746835443,0.006329113924050633,0.014240506329113924,0.0,0.0015822784810126582,0.14082278481012658,0.0,0.006329113924050633,0.0,0.1930379746835443,5.619047619047619,0.007911392405063292,4.666666666666667,2.809703464143053,6.777777777777778,9.0,1.3966450099973926,4.475455390538538,5.777777777777778,632,122,0.1930379746835443,7,1.8053596727838395,1.4344262295081966,23.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,72.0,0.9922,0.118,0.861,0.021,0.04413333333333332,0.4018666666666666,479,5,1.0438413361169103,2,0.7219280948844771,1,0,0,4,0.20876826722338204,0.0,0.0,0.8350730688935282,0,0.2566,126,32.55555555555556,0.40476190476190477,0.5952380952380952,0.2994011976047904,0.2583774250440917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,1,3.0
24,293,187,23,178,1000,308,31,7.7391,1.7303,5.618,0.1742,52.5933,7.8462,10.0619,9.7614,8.9002,13.409,187,137,0.732620320855615,10.01843221054169,7.0841013529317625,0.9405235651150483,0.011369757204681084,45.754811404386736,195.82640000000006,0.7737226277372263,0.15328467153284672,5.449197860962567,293,24,0.2832764505119454,0.09556313993174062,0.006825938566552901,0.06484641638225255,0.0,0.08191126279863481,0.013651877133105802,0.027303754266211604,0.010238907849829351,0.027303754266211604,0.010238907849829351,0.0,0.05802047781569966,0.0,0.020477815699658702,0.0,0.3003412969283277,6.583333333333333,0.006825938566552901,0.7916666666666666,2.817895645727263,3.8333333333333335,6.0,1.0274023338281628,2.676758409754733,3.4166666666666665,293,13,0.04436860068259386,5,1.914341183605138,2.3076923076923075,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.9674,0.175,0.759,0.066,0.07777777777777778,0.41805555555555557,187,8,4.278074866310161,4,1.5487949406896278,1,1,1,5,0.5347593582887701,0.5347593582887701,0.5347593582887701,2.6737967914438503,0,0.5165,74,4.708333333333333,0.24324324324324326,0.7567567567567568,0.3076923076923077,0.06362612612612613,0.5287255048751831,1.0,0.9999999403953552,5.960464477539063e-08,-3.7836666107177734,43.97699299630136,0.00641025641025641,0.22756410256410256,0.6314102564102564,0.3685897435897436,1580.826923076923,478.0,4.906586210360565,312.0,0.04573828727006912,0.3673608601093292,0.995564877986908,0.0,0.35714285714285715,14.0,0.2846039831638336,0.1768518090248108,0.10612110793590546,0.0291513092815876,8.0,-3.7836666107177734,-4.070158799489339,0.14443791381325,1.9834970013968323,6,29,1,4.0
63,898,717,50,697,3389,1076,87,13.94,1.5438,4.8623,0.1248,62.0839,8.063,10.5688,10.6647,8.4413,10.6667,717,342,0.4769874476987448,12.772224047242934,9.031326234639371,0.887413450204476,0.017123232115487882,66.05860074811949,127.69346718609529,0.6432748538011696,0.18128654970760233,4.768479776847978,898,63,0.23273942093541203,0.07126948775055679,0.05011135857461024,0.13474387527839643,0.017817371937639197,0.066815144766147,0.030066815144766147,0.0757238307349666,0.03229398663697105,0.0400890868596882,0.014476614699331848,0.014476614699331848,0.02783964365256125,0.0,0.0022271714922048997,0.0022271714922048997,0.1870824053452116,2.1863636363636365,0.05011135857461024,2.1746031746031744,3.3238091798144946,3.7777777777777777,10.0,2.1265102528271966,2.4639127301260135,3.6031746031746033,898,37,0.04120267260579064,9,2.742312486828282,2.6486486486486487,3.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,0.0,8.0,0.9981,0.179,0.766,0.055,0.14890679756751185,0.44670879715522577,717,31,4.323570432357044,5,1.1357395969467101,0,3,6,22,0.0,0.41841004184100417,0.8368200836820083,3.0683403068340307,0,0.5201,154,5.0476190476190474,0.33116883116883117,0.6688311688311688,0.3780487804878049,0.03277674706246135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,1,3.0
15,551,392,12,370,1982,603,52,30.8333,1.6297,5.3568,0.1405,37.664,15.6658,17.955,15.0211,19.217,14.7377,392,240,0.6122448979591837,12.121830534626529,8.571428571428571,0.9178359734320933,0.013759910178514283,55.83610995418576,183.4871881793104,0.75,0.12083333333333333,5.170918367346939,551,15,0.2395644283121597,0.22141560798548093,0.018148820326678767,0.07078039927404718,0.0054446460980036296,0.07078039927404718,0.007259528130671506,0.023593466424682397,0.0054446460980036296,0.012704174228675136,0.0054446460980036296,0.0054446460980036296,0.04900181488203267,0.0,0.010889292196007259,0.003629764065335753,0.25045372050816694,8.0,0.018148820326678767,2.8,2.8581126893917475,4.4,8.0,2.33238075793812,3.292260554075205,5.2,551,56,0.10163339382940109,9,2.4157800802649403,1.7321428571428572,13.0,5.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,21.0,0.9838,0.125,0.818,0.058,0.07064102564102563,0.4175000000000001,392,8,2.0408163265306123,3,0.8112781244562475,2,0,0,6,0.5102040816326531,0.0,0.0,1.5306122448979593,0,0.2568,143,17.6,0.2867132867132867,0.7132867132867133,0.256198347107438,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,1,4.0
35,1483,1096,25,952,5327,1609,136,38.08,1.6901,5.5956,0.1429,25.1991,19.2047,20.9463,16.4534,23.9652,16.3247,1096,327,0.2983576642335766,9.877396225948393,6.984373851834521,0.8272054155574755,0.024686977424873947,101.31400181149768,87.41213079383917,0.4709480122324159,0.22018348623853212,5.083941605839416,1483,35,0.19959541469993258,0.22184760620364127,0.004045853000674309,0.08968307484828052,0.007417397167902899,0.06743088334457181,0.005394470667565745,0.024275118004045852,0.015509103169251517,0.012137559002022926,0.0026972353337828725,0.0013486176668914363,0.09844908968307485,0.0,0.0033715441672285905,0.004720161834120027,0.24207687120701282,8.66,0.004045853000674309,4.114285714285714,2.8709803192295746,5.942857142857143,13.0,2.877924422147294,3.1583434764460843,4.6571428571428575,1483,211,0.14227916385704653,11,1.8739605775614583,1.4881516587677726,29.0,35.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,124.0,0.9836,0.074,0.885,0.041,0.05806481481481483,0.551539886039886,1096,17,1.551094890510949,6,1.4516607643519956,2,3,1,11,0.18248175182481752,0.2737226277372263,0.09124087591240876,1.0036496350364963,0,0.4808,205,18.02857142857143,0.5463414634146342,0.45365853658536587,0.24178403755868544,0.08794425087108014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,1,5.0
55,1465,1125,39,1045,5941,1838,193,26.7949,1.7589,5.6852,0.1847,30.8394,15.6144,18.1055,15.8375,18.7446,16.5241,1125,487,0.4328888888888889,14.519534733898634,10.266861470013339,0.8808241939537397,0.01696322768576235,49.572345679012344,146.45549280562642,0.6139630390143738,0.18480492813141683,5.395555555555555,1465,55,0.27918088737201363,0.16040955631399317,0.012969283276450512,0.0696245733788396,0.008191126279863481,0.07303754266211604,0.006825938566552901,0.060068259385665526,0.027986348122866895,0.022525597269624574,0.004095563139931741,0.008191126279863481,0.05802047781569966,0.0,0.00477815699658703,0.0034129692832764505,0.2006825938566553,4.090047393364929,0.012969283276450512,2.0727272727272728,3.036706325041756,5.236363636363636,13.0,2.500644545011519,3.35586505868965,4.927272727272728,1465,140,0.09556313993174062,12,2.6940621208829634,1.8071428571428572,25.0,28.0,2.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,7.0,4.0,1.0,0.0,0.0,44.0,0.9986,0.145,0.798,0.057,0.03613636363636367,0.48974747474747476,1125,29,2.577777777777778,8,1.592251710634581,2,5,5,17,0.17777777777777778,0.4444444444444445,0.4444444444444445,1.511111111111111,0,0.3094,276,12.054545454545455,0.42391304347826086,0.5760869565217391,0.29198966408268734,0.04367588932806324,0.6793290376663208,1.0,1.0,0.0,-3.328872049514344,27.906846403052697,0.022010707911957167,0.24390243902439024,0.6817370612730518,0.3182629387269482,1657.355740630577,419.0,4.36773827403267,1681.0,0.00684824213385582,0.028289055451750755,0.13201774656772614,0.0,0.0,14.0,0.010009191930294037,0.009048516862094402,0.0047419993206858635,0.003607178572565317,8.0,-3.071676254272461,-3.5040549437204995,0.23701026141838666,1.8243035918252433,6,33,1,5.0
5,171,129,2,118,646,209,20,59.0,1.7712,5.4746,0.1695,-2.8924,28.32,30.3797,21.1944,33.8553,15.8888,129,92,0.7131782945736435,8.100148338195739,5.727669818555151,0.9304450873434423,0.01431226287544191,72.11105101856859,94.71060451295385,0.75,0.16304347826086957,5.1395348837209305,171,5,0.15204678362573099,0.2807017543859649,0.04093567251461988,0.05847953216374269,0.023391812865497075,0.05263157894736842,0.023391812865497075,0.023391812865497075,0.04093567251461988,0.005847953216374269,0.0,0.005847953216374269,0.07602339181286549,0.0,0.0,0.0,0.21637426900584794,4.041666666666667,0.04093567251461988,2.8,2.9956496000072,5.8,8.0,2.039607805437114,3.7594495419690666,6.2,171,9,0.05263157894736842,6,2.4193819456377152,3.3333333333333335,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9266,0.162,0.764,0.074,0.15666666666666668,0.35750000000000004,129,1,0.7751937984496124,1,-1.4428232973175175e-12,0,1,0,0,0.0,0.7751937984496124,0.0,0.0,0,0.0361,52,16.2,0.3076923076923077,0.6923076923076923,0.10344827586206896,0.31153846153846154,0.3490203619003296,1.0,1.0,0.0,-4.829270839691162,125.11969506968902,0.0707070707070707,0.31313131313131315,0.7424242424242424,0.25757575757575757,1569.9545454545455,291.5,5.5899638827476235,198.0,0.14648006856441498,0.04689037427306175,0.05306557938456535,0.0,0.0,2.0,0.0054474989883601665,0.008766484446823597,0.02034691907465458,0.29988566040992737,2.0,-4.829270839691162,-5.000142892201741,0.13712151217403742,1.2461359077804348,6,34,1,2.0
7,567,427,3,355,1870,577,49,118.3333,1.6254,5.2676,0.138,-50.7781,49.7392,52.8545,26.2169,62.5471,14.9234,427,187,0.4379391100702576,9.049564275871969,6.399008266252599,0.8636775895308996,0.022507391739800955,115.39579551250762,57.43901217454547,0.6042780748663101,0.18181818181818182,4.676814988290398,567,7,0.21164021164021163,0.24162257495590828,0.005291005291005291,0.06172839506172839,0.005291005291005291,0.037037037037037035,0.003527336860670194,0.02821869488536155,0.005291005291005291,0.019400352733686066,0.001763668430335097,0.003527336860670194,0.14462081128747795,0.0,0.021164021164021163,0.026455026455026454,0.18342151675485008,8.076923076923077,0.005291005291005291,5.428571428571429,2.9512134740731475,6.142857142857143,12.0,3.0904725218262765,3.7608050551598944,4.285714285714286,567,101,0.1781305114638448,8,1.8804140595771939,1.5148514851485149,13.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,56.0,0.9851,0.126,0.834,0.04,0.020909090909090912,0.43250000000000005,427,8,1.873536299765808,4,1.4056390622252386,0,3,1,4,0.0,0.702576112412178,0.234192037470726,0.936768149882904,0,0.4948,112,37.142857142857146,0.45535714285714285,0.5446428571428571,0.14864864864864866,0.33163265306122447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,1,1.0
8,720,539,3,442,2287,673,48,147.3333,1.5226,5.1742,0.1086,-71.5224,59.837,63.2772,25.9801,76.6072,14.4234,539,207,0.38404452690166974,8.916121189656725,6.304649755087337,0.8478473681592373,0.024190701491255722,163.36168469749174,55.57831756375066,0.6038647342995169,0.178743961352657,4.532467532467533,720,8,0.2361111111111111,0.23333333333333334,0.004166666666666667,0.06805555555555555,0.0,0.03333333333333333,0.0,0.05555555555555555,0.009722222222222222,0.015277777777777777,0.002777777777777778,0.001388888888888889,0.14722222222222223,0.0,0.004166666666666667,0.004166666666666667,0.18472222222222223,6.421875,0.004166666666666667,6.125,2.790429736287324,6.75,11.0,2.9047375096555625,3.7735690448814303,5.125,720,154,0.21388888888888888,8,1.6928378542093323,1.448051948051948,32.0,19.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,92.0,0.9881,0.104,0.857,0.04,0.05906666666666666,0.40493333333333337,539,5,0.9276437847866419,2,0.7219280948844771,0,1,0,4,0.0,0.18552875695732837,0.0,0.7421150278293135,0,0.4077,144,42.625,0.375,0.625,0.233502538071066,0.2960069444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,1,4.0
18,740,545,11,475,2489,757,58,43.1818,1.5937,5.24,0.1221,28.1798,20.0564,22.1569,16.2469,24.8413,14.3257,545,242,0.44403669724770645,10.366141072450487,7.3299686470661305,0.871151298431032,0.020449624184669578,68.34441545324468,105.3180105407996,0.5867768595041323,0.18181818181818182,4.801834862385321,740,18,0.2527027027027027,0.17162162162162162,0.012162162162162163,0.07162162162162163,0.0013513513513513514,0.05675675675675676,0.013513513513513514,0.033783783783783786,0.016216216216216217,0.02702702702702703,0.008108108108108109,0.008108108108108109,0.10270270270270271,0.0,0.008108108108108109,0.002702702702702703,0.21351351351351353,5.30379746835443,0.012162162162162163,3.0,3.0265684443757834,5.833333333333333,9.0,2.1147629234082532,3.6098462440306847,4.333333333333333,740,107,0.1445945945945946,8,2.1416366554759554,1.5420560747663552,16.0,22.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,52.0,0.9963,0.152,0.819,0.029,0.11047263681592039,0.47595238095238074,545,12,2.2018348623853212,3,0.8166890883106926,1,1,0,10,0.1834862385321101,0.1834862385321101,0.0,1.834862385321101,0,0.4328,140,17.944444444444443,0.4357142857142857,0.5642857142857143,0.23497267759562843,0.12817460317460316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,1,5.0
27,693,479,19,448,2488,747,66,23.5789,1.6674,5.5536,0.1473,41.8394,13.2812,15.3244,13.7764,16.5168,15.5996,479,232,0.48434237995824636,10.60035056733093,7.495579769114366,0.8825342846267148,0.01903295753241225,62.15105408362062,132.28534347887924,0.5905172413793104,0.1939655172413793,5.286012526096034,693,27,0.30303030303030304,0.16161616161616163,0.004329004329004329,0.05916305916305916,0.001443001443001443,0.07647907647907648,0.004329004329004329,0.024531024531024532,0.01875901875901876,0.02886002886002886,0.002886002886002886,0.001443001443001443,0.06060606060606061,0.0,0.015873015873015872,0.0,0.23665223665223664,7.350877192982456,0.004329004329004329,1.5555555555555556,2.8099218507450447,5.518518518518518,10.0,2.061469637048259,3.2960334534278393,4.962962962962963,693,83,0.11976911976911978,7,2.244604380796071,1.5421686746987953,18.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,23.0,0.9918,0.122,0.839,0.04,0.1658641975308642,0.3878395061728395,479,13,2.7139874739039667,4,1.1451104143758117,1,1,1,10,0.20876826722338204,0.20876826722338204,0.20876826722338204,2.0876826722338206,0,0.4395,138,12.037037037037036,0.4420289855072464,0.5579710144927537,0.25668449197860965,0.08722490606548577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,1,5.0
7,785,526,3,438,2270,664,42,146.0,1.516,5.1826,0.0959,-69.6071,59.2386,62.2356,24.5042,75.9803,14.4712,526,200,0.38022813688212925,8.720414403938948,6.166264159782074,0.8456604378056491,0.024634021087536838,192.35495670025588,46.88780642080654,0.59,0.205,4.5893536121673,785,7,0.2573248407643312,0.16305732484076432,0.003821656050955414,0.04076433121019108,0.0012738853503184713,0.030573248407643312,0.003821656050955414,0.05222929936305733,0.007643312101910828,0.014012738853503185,0.0012738853503184713,0.0012738853503184713,0.13503184713375796,0.0,0.011464968152866241,0.003821656050955414,0.27261146496815286,6.078125,0.003821656050955414,4.714285714285714,2.7390348751891995,9.285714285714286,16.0,3.282607226593159,5.394521012885751,6.142857142857143,785,111,0.14140127388535031,10,1.9074798158635593,1.6756756756756757,10.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,1.0,70.0,0.9851,0.089,0.885,0.026,-0.04155555555555555,0.3726666666666667,526,5,0.9505703422053231,1,-1.4428232973175175e-12,0,0,0,5,0.0,0.0,0.0,0.9505703422053231,0,0.4998,127,47.57142857142857,0.4566929133858268,0.5433070866141733,0.15048543689320387,0.374578177727784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,1,4.0
16,543,384,7,339,1761,509,28,48.4286,1.5015,5.1947,0.0826,30.6552,21.0145,22.6753,14.5546,27.2513,14.1336,384,187,0.4869791666666667,9.5428037895928,6.747781271153752,0.8790829848416555,0.02031999302424272,75.68359375,112.60296523874581,0.6149732620320856,0.1443850267379679,4.802083333333333,543,16,0.24125230202578268,0.20994475138121546,0.02578268876611418,0.06629834254143646,0.007366482504604052,0.040515653775322284,0.003683241252302026,0.027624309392265192,0.0055248618784530384,0.014732965009208104,0.003683241252302026,0.0055248618784530384,0.10497237569060773,0.0,0.01841620626151013,0.0,0.22467771639042358,6.224489795918367,0.02578268876611418,2.5,2.9094626414395766,5.5,8.0,1.5811388300841898,3.1405149190861996,4.625,543,87,0.16022099447513813,7,2.229784675514562,1.6206896551724137,15.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,34.0,0.9872,0.112,0.861,0.027,-0.009509803921568626,0.46196078431372545,384,5,1.3020833333333335,2,0.7219280948844771,0,0,1,4,0.0,0.0,0.2604166666666667,1.0416666666666667,0,0.103,107,16.1875,0.4392523364485981,0.5607476635514018,0.24342105263157895,0.15128504672897197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,1,4.0
14,580,404,10,348,1975,578,44,34.8,1.6609,5.6753,0.1264,30.9992,17.5809,18.9775,15.1123,22.7006,16.7201,404,185,0.45792079207920794,9.2040940094424,6.5082772887552,0.8698541812613072,0.021685855983165588,91.29006960101951,113.85933114389417,0.5513513513513514,0.21081081081081082,5.111386138613861,580,14,0.20689655172413793,0.2482758620689655,0.005172413793103448,0.08793103448275862,0.0017241379310344827,0.027586206896551724,0.0034482758620689655,0.032758620689655175,0.005172413793103448,0.013793103448275862,0.005172413793103448,0.005172413793103448,0.10862068965517241,0.0,0.005172413793103448,0.0,0.24310344827586206,8.325,0.005172413793103448,3.7142857142857144,2.7517708136894465,4.785714285714286,9.0,2.807606286719078,2.8844000725337127,3.857142857142857,580,108,0.18620689655172415,8,2.249792944319705,1.6666666666666667,20.0,22.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,45.0,0.9887,0.113,0.861,0.027,0.05097826086956522,0.5213043478260868,404,4,0.9900990099009901,2,0.8112781244562475,0,1,0,3,0.0,0.24752475247524752,0.0,0.7425742574257426,0,0.4984,128,19.071428571428573,0.3984375,0.6015625,0.2158273381294964,0.14899553571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,1,5.0
18,644,436,11,386,2052,599,36,35.0909,1.5518,5.3161,0.0933,39.9343,16.4069,17.7669,13.4638,21.1541,14.6149,436,226,0.518348623853211,10.823437022999011,7.653325714708139,0.8918812233813462,0.017789592129574875,68.49170945206633,109.74516783524405,0.6371681415929203,0.1902654867256637,4.931192660550459,644,18,0.2375776397515528,0.18944099378881987,0.018633540372670808,0.06366459627329192,0.006211180124223602,0.046583850931677016,0.007763975155279503,0.034161490683229816,0.012422360248447204,0.017080745341614908,0.0015527950310559005,0.004658385093167702,0.09161490683229814,0.0,0.013975155279503106,0.004658385093167702,0.25,5.754098360655738,0.018633540372670808,2.5,2.9474079706746457,4.888888888888889,10.0,2.7866524897743226,2.9510534074661603,3.7777777777777777,644,92,0.14285714285714285,6,1.874855994346562,1.2934782608695652,12.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,49.0,0.9899,0.125,0.833,0.042,0.02953947368421053,0.4554385964912279,436,7,1.6055045871559634,4,1.1488348542765885,0,1,1,5,0.0,0.22935779816513763,0.22935779816513763,1.146788990825688,0,0.227,133,15.944444444444445,0.45864661654135336,0.5413533834586466,0.24675324675324675,0.11988304093567251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,1,5.0
