user_id,file_id,rating,proportion_top10,proportion_top100,proportion_top1000,proportion_over1000,mean_rank,median_rank,rank_entropy,n_pred_tokens,pred_rating
46,2,5,0.7246,0.1605,0.0928,0.0221,122.26,2.0,1.2002,679,4.59
47,2,5,0.7611,0.1336,0.0873,0.018,118.42,1.0,1.099,1168,4.73
48,2,4,0.7869,0.1421,0.0624,0.0086,39.39,1.0,0.981,929,3.95
49,2,5,0.6821,0.1623,0.1308,0.0248,137.72,2.0,1.3184,604,4.56
50,2,5,0.772,0.1332,0.0783,0.0165,59.05,1.0,1.061,728,4.59
51,2,5,0.728,0.1437,0.102,0.0263,101.97,1.0,1.2096,647,4.53
52,2,4,0.6303,0.1774,0.1624,0.0299,162.64,3.0,1.4395,468,3.75
53,2,5,0.7092,0.1617,0.1033,0.0258,192.68,2.0,1.251,736,4.94
54,2,4,0.8189,0.1114,0.051,0.0187,145.71,1.0,0.9152,1176,3.86
55,2,5,0.6807,0.173,0.1211,0.0252,110.89,2.0,1.3183,1907,4.47
56,2,4,0.7948,0.1169,0.0759,0.0124,66.11,1.0,0.9864,804,4.03
57,2,5,0.7035,0.1754,0.1105,0.0105,61.18,2.0,1.2178,570,4.67
58,2,2,0.7873,0.1197,0.0831,0.0099,50.25,1.0,1.0022,710,2.2
59,2,4,0.68,0.2,0.04,0.08,194.36,2.0,1.32,25,3.37
60,2,4,0.7624,0.1217,0.097,0.019,90.63,1.0,1.1033,526,3.81
61,2,5,0.7643,0.143,0.0723,0.0204,100.59,1.0,1.0863,1909,4.84
62,2,4,0.7316,0.1725,0.0779,0.0181,73.37,2.0,1.1587,719,3.91
63,2,5,0.786,0.119,0.086,0.009,52.22,1.0,1.0041,1000,4.53
64,2,5,0.7482,0.1451,0.0851,0.0216,108.52,2.0,1.1392,834,4.33
65,2,3,0.6775,0.171,0.1299,0.0216,105.21,2.0,1.3184,462,3.53
66,2,4,0.7297,0.1422,0.0996,0.0284,110.66,2.0,1.2094,703,4.2
67,2,4,0.7531,0.1543,0.0731,0.0194,59.61,1.0,1.1105,875,3.88
68,2,4,0.6671,0.187,0.122,0.0239,134.43,2.0,1.3409,754,4.12
69,2,4,0.8318,0.1139,0.0491,0.0052,59.53,1.0,0.8312,957,3.86
70,2,3,0.7075,0.1677,0.1011,0.0237,92.52,3.0,1.2472,465,3.36
71,2,5,0.7126,0.1576,0.0969,0.0328,201.93,2.0,1.2566,609,4.67
72,2,5,0.6953,0.1717,0.1128,0.0202,91.19,2.0,1.2699,594,4.75
73,2,3,0.7642,0.1375,0.0794,0.0189,156.02,1.0,1.0886,793,3.48
74,2,4,0.81,0.1143,0.0644,0.0113,52.84,1.0,0.9318,621,3.84
75,2,4,0.2,0.0,0.4,0.4,1961.0,481.0,1.5219,5,3.72
0,3,5,0.7691,0.1412,0.0778,0.0119,50.97,1.0,1.0526,758,4.68
1,3,4,0.8409,0.0936,0.0561,0.0094,84.79,1.0,0.8264,748,3.61
2,3,4,0.7224,0.1581,0.0861,0.0334,181.89,1.0,1.2282,778,3.95
3,3,5,0.7237,0.1482,0.1098,0.0183,138.83,2.0,1.2014,1093,4.71
4,3,5,0.7886,0.1215,0.0748,0.0152,87.9,1.0,1.0112,856,3.84
5,3,2,0.7916,0.1188,0.0713,0.0183,76.09,1.0,1.0093,547,2.77
6,3,4,0.7003,0.155,0.1126,0.0322,212.42,2.0,1.291,684,3.97
7,3,4,0.7095,0.1952,0.0786,0.0167,66.38,2.0,1.1982,420,3.97
8,3,2,0.73,0.16,0.096,0.014,64.77,2.0,1.1652,500,3.13
9,3,3,0.6935,0.1703,0.1099,0.0263,165.9,2.0,1.2893,646,3.64
10,3,2,0.8098,0.135,0.0481,0.0072,42.99,1.0,0.8979,978,3.64
11,3,4,0.7381,0.1529,0.0865,0.0226,124.72,1.0,1.1664,798,3.87
12,3,5,0.7059,0.1693,0.1019,0.023,141.02,2.0,1.2492,697,4.74
13,3,4,0.6154,0.1538,0.2308,0.0,132.77,2.0,1.3347,13,3.85
14,3,5,0.6745,0.1846,0.1091,0.0319,173.44,2.0,1.3402,596,4.22
15,3,4,0.7353,0.1536,0.0948,0.0163,70.78,2.0,1.1605,612,3.86
16,3,5,0.7112,0.151,0.1171,0.0208,129.56,2.0,1.24,914,4.23
17,3,4,0.7505,0.148,0.0803,0.0211,85.02,2.0,1.1285,473,3.83
18,3,3,0.7851,0.1321,0.0765,0.0063,73.81,1.0,0.9895,954,3.98
19,3,5,0.6791,0.1655,0.1149,0.0405,199.94,2.0,1.3548,592,4.57
20,3,5,0.7192,0.17,0.0952,0.0156,91.27,2.0,1.1932,641,4.63
21,3,4,0.5556,0.1111,0.2222,0.1111,301.67,6.0,1.6577,9,3.71
22,3,4,0.7058,0.1556,0.1061,0.0325,113.3,1.0,1.2765,707,4.08
23,3,4,0.756,0.1507,0.0766,0.0167,76.7,2.0,1.0992,418,3.91
24,3,4,0.7857,0.1154,0.0879,0.011,57.59,1.0,1.0127,728,3.65
25,3,4,0.7491,0.1351,0.0877,0.0281,138.96,1.0,1.155,1140,4.2
26,3,5,0.6838,0.1704,0.1294,0.0164,109.39,2.0,1.2891,487,4.37
27,3,4,0.761,0.1384,0.0755,0.0252,145.43,1.0,1.1097,795,3.91
28,3,3,0.7901,0.131,0.0628,0.016,133.47,1.0,0.9992,748,3.32
29,3,4,0.678,0.1828,0.1036,0.0356,220.07,2.0,1.3384,618,4.08
30,3,4,0.6527,0.177,0.1394,0.031,144.06,3.0,1.3955,452,3.7
31,3,4,0.6517,0.1943,0.1232,0.0308,221.68,2.0,1.3887,422,4.03
32,3,4,0.7585,0.1289,0.0904,0.0222,116.03,1.0,1.1189,675,4.02
33,3,5,0.7054,0.1686,0.0979,0.0281,142.99,2.0,1.2612,1317,4.41
34,3,4,0.7145,0.1652,0.0916,0.0287,92.8,2.0,1.2385,557,3.79
35,3,1,0.7426,0.1574,0.0704,0.0296,144.53,1.0,1.1586,540,2.2
36,3,4,0.7465,0.1438,0.0807,0.029,143.67,2.0,1.1583,793,3.86
37,3,5,0.7945,0.1174,0.0763,0.0117,92.82,1.0,0.9851,1022,4.38
38,3,4,0.813,0.1154,0.065,0.0065,37.35,1.0,0.9061,615,3.76
39,3,2,0.7528,0.1395,0.0808,0.0269,95.97,2.0,1.1386,817,2.95
40,3,2,0.6983,0.1769,0.095,0.0298,143.84,2.0,1.2774,537,2.83
41,3,4,0.6817,0.2151,0.0839,0.0194,93.21,2.0,1.2637,465,3.83
42,3,5,0.7656,0.1389,0.0781,0.0174,102.55,1.0,1.0796,691,4.52
43,3,5,0.7435,0.1509,0.0892,0.0165,113.01,1.0,1.1381,729,4.6
44,3,4,0.756,0.1386,0.0961,0.0092,59.66,1.0,1.0875,541,3.87
45,3,4,0.7965,0.1088,0.0783,0.0163,79.64,1.0,0.9944,919,4.01
46,3,5,0.6988,0.1738,0.1048,0.0226,131.78,2.0,1.2647,840,4.73
47,3,4,0.8089,0.1208,0.0566,0.0137,108.9,1.0,0.9351,1167,3.92
48,3,4,0.6404,0.1916,0.1286,0.0394,200.61,2.0,1.4328,381,4.05
